Station Name,Street Address,City,State,Zip Code,Connector1,Connector2,Connector3,Connector4,Geocode Status,Latitude,Longitude,ID
MGM RESORTS INT,Luxor Dr,Las Vegas,NV,89109,,6,,,GPS,36.0978144,-115.1782301,81515
MGM RESORTS INT,Luxor Dr,Las Vegas,NV,89119,,2,,,GPS,36.0951421,-115.1787448,81516
EZ-PARKER,30 Airport Rd,Kenner,LA,70062,,2,,,GPS,29.9847394,-90.2573661,81517
DLR,1150 W Magic Way,Anaheim,CA,92802,,6,,,200-9,33.809188,-117.927025,81518
KCPL,400 W 49th Ter @ Alameda Towers Condominiums,Kansas City,MO,64112,,12,,,200-9,39.038572,-94.592689,81519
DC CHARGERS,1500 Auto Mall Dr,Santa Ana,CA,92705,,,3,,200-8,33.728065,-117.837034,81520
TOM BUSH BMW,9875 Atlantic Blvd,Jacksonville,FL,32225,,4,2,,200-9,30.32337,-81.542583,81521
FAMILYMOTORSAG,6000 Wible Rd,Bakersfield,CA,93313,,2,,,GPS,35.2998645,-119.0384759,81522
DC CHARGERS,256 Auto Mall Dr,Santa Ana,CA,92705,,,1,,GPS,33.7274132,-117.8371199,81523
LIBERTYVILLE,123 W Church St,Libertyville,IL,60048,,2,,,GPS,42.2861459,-87.95561,81531
SCCOA,2910 Tannery,Santa Clara,CA,95054,,2,,,GPS,37.3829227,-121.9809936,81532
PPA,600 First Avenue,Pittsburgh,PA,15219,,12,,,200-9,40.434971,-79.996112,81533
SARASOTA COUNTY,7112 Curtiss Ave,Sarasota,FL,34231,,4,,,200-9,27.253082,-82.49973,81534
CWS,455 N Chestnut St,Winston-Salem,NC,27101,,2,,,GPS,36.0991115,-80.2426653,81543
PARKING STR,3255-3281 Hutchison Ave,Los Angeles,CA,90034,,2,,,GPS,34.0304951,-118.3838303,81544
PARKING STR,3235 Hutchison Ave,Los Angeles,CA,90034,,4,,,200-8,34.030724,-118.383655,81545
PUBLIC STATIONS,3859 US-151,Madison,WI,53704,,,2,,GPS,43.1206143,-89.3181337,81546
TMCC CAMPUS,east of the TMCC Bookstore parking lot,Reno,NV,89512,,4,,,GPS,39.5730645,-119.7939641,81547
THE STANDARD 1,1910 E Indian School Rd,Phoenix,AZ,85016,,1,,,GPS,33.495028,-112.040851,81548
BLOCK C GARAGE,250 North City Drive,San Marcos,CA,92078,,5,,,200-9,33.135152,-117.159444,81549
KCPL,7584 W 119th St @ Rosana Square,Overland Park,KS,66213,,,2,,GPS,38.9137842,-94.672226,81550
KCPL,7582 W 119th St @ Rosana Square,Overland Park,KS,66213,,6,,,GPS,38.9137581,-94.6721562,81551
THE STANDARD 1,3465 S Gaylord Ct,Englewood,CO,80113,,4,,,200-9,39.655129,-104.961458,81583
DC SOLAR,3325 Sunset Rd,Las Vegas,NV,89118,,2,,,GPS,36.0707435,-115.1837364,81585
MERCER ISLAND,9611 SE 36TH STREET City Hall,Mercer Island,WA,98040,1,5,,,200-9,47.577139,-122.21034,81587
STEELYARD,143 E Frye Rd,Chandler,AZ,85225,,4,,,200-9,33.298575,-111.839288,81622
UNIV. OF COLO,4001 Discovery Dr,Boulder,CO,80303,,2,,,GPS,40.0096145,-105.2429859,81623
SHADYGROVE,9709 Key W Ave,Rockville,MD,20850,,2,,,GPS,39.1053548,-77.2033779,81629
TERRACE LEVEL,1627 Ski Hill Rd,Breckenridge,CO,80424,,2,,,GPS,39.4824768,-106.0674052,81632
HIGHWOODS,3109 W Doctor M.L.K. Jr Blvd,Tampa,FL,33607,,4,,,GPS,27.9836485,-82.4962105,81633
NATIONAL GRID,Columbia Ln,Cobleskill,NY,12043,,2,,,GPS,42.6701442,-74.5077568,81634
CENTERPOINT,39-57 Foundry Ave,Waltham,MA,2453,,4,,,200-8,42.370708,-71.219685,81636
GRAND PEAKS,2424 W Caithness Pl,Denver,CO,80211,,2,,,GPS,39.7602357,-105.0165437,81637
CLUBHOUSE,3340 McKinley Village Way,Sacramento,CA,95816,,2,,,GPS,38.583371,-121.4565508,81638
KCPL,5006 Prospect Ave,Kansas City,MO,64130,,2,,,GPS,39.0347749,-94.5549727,81639
GREATNECK PLAZA,2 Gussack Plaza,Great Neck,NY,11022,,2,,,GPS,40.7874242,-73.7299994,81641
EMBARCADERO LOT,1985 Louis Rd,Palo Alto,CA,94303,,2,,,GPS,37.4445737,-122.1329457,81643
NUI SCHOOL,3-57 Richard Rd,South Brunswick Township,NJ,8852,,2,,,GPS,40.3891296,-74.5703447,81644
AZALEA,8653 Atlantic Ave,South Gate,CA,90280,,4,,,200-9,33.953402,-118.183844,81646
EV CHARGING,3095 Yerb Buena Road,San Jose,CA,95135,,4,,,200-9,37.300914,-121.769067,81652
HPD,319 N Douty St,Hanford,CA,93230,,2,,,GPS,36.3286162,-119.6454176,81653
CARCHARGING,55 Franklin Street,Cambridge,MA,2139,1,1,,,GPS,42.3614828,-71.0993474,81654
PEACHTREE EV,2500 Peachtree Road Northwest,Atlanta,GA,30305,,2,,,GPS,33.8232901,-84.3881715,81671
OBE AFLOAT,21550 Biscayne Blvd,Aventura,FL,33180,,2,,,GPS,25.974513,-80.1425654,81672
BVSD,101 East Baseline Road,Lafayette,CO,80026,,2,,,GPS,40.0011628,-105.0900017,81674
BVSD,1555 Daphne Street,Broomfield,CO,80020,,2,,,GPS,39.9380606,-105.0777653,81675
THREE ALLIANCE,Alliance Center Dr NE,Atlanta,GA,30326,,8,,,GPS,33.8514705,-84.3663753,81676
THREE ALLIANCE,3500 Lenox Rd NE,Atlanta,GA,30326,,2,,,GPS,33.852015,-84.3665236,81677
BVSD,1035 Birch Street,Broomfield,CO,80020,,2,,,GPS,39.9309697,-105.0593242,81678
GRANT SAWYER,555 E Washington Ave,Las Vegas,NV,89101,,2,,,GPS,36.1825446,-115.1313721,81680
SMCCD,12 Perimeter Rd,Burlingame,CA,94010,,8,,,GPS,37.5368196,-122.3379594,81681
1240-1250 AZUSA,1250 W Foothill Blvd,Azusa,CA,91702,,2,,,GPS,34.1332075,-117.92672,81705
LBSTORAGECENTER,1700 Santa Fe Ave,Long Beach,CA,90813,,2,,,GPS,33.7885757,-118.2150836,81719
IRVINE  CO  OFC,385 E Colorado Blvd,Pasadena,CA,91101,,8,,,200-9,34.146227,-118.142269,81720
IRVINE  CO  OFC,5241 California Ave,Irvine,CA,92617,,5,,,200-8,33.638665,-117.85129,81728
CC STATION1,3-21 Center St,Orem,UT,84057,,2,,,GPS,40.2975197,-111.6943979,81729
DC SOLAR,3170 W Martin Ave,Las Vegas,NV,89118,,7,,,200-8,36.067912,-115.183132,81741
UW TACOMA 6215,1901 Jefferson Ave,Tacoma,WA,98402,,2,,,GPS,47.2442292,-122.4388691,81742
LA MESA SPRINGS,8030 La Mesa Blvd,La Mesa,CA,91942,,4,,,200-9,32.763577,-117.021852,81751
DOWNTOWN WILSON,207 Green St NE,Wilson,NC,27893,,1,,,GPS,35.7279906,-77.9120191,81753
DOWNTOWN WILSON,207 Tarboro St W,Wilson,NC,27893,,1,,,GPS,35.7244287,-77.9127084,81754
DOWNTOWN WILSON,113 Lodge St E,Wilson,NC,27893,,1,,,GPS,35.7237721,-77.907757,81755
DOWNTOWN WILSON,212 Green St E,Wilson,NC,27893,,1,,,GPS,35.7249616,-77.9089326,81756
BNA EXPRESS,185 Donelson Pike,Nashville,TN,37214,,2,,,GPS,36.1110021,-86.6715957,81757
1919 SM,1919 Santa Monica Blvd,Santa Monica,CA,90404,,4,,,200-9,34.028649,-118.480539,81762
KCPL,19950 Newton Ave @ KCP&amp;L Southland Service Center,Stilwell,KS,66013,,2,,,GPS,38.7666542,-94.6755889,81763
EQUITYOFFICE OC,3150 Bristol St,Costa Mesa,CA,92626,,4,,,200-8,33.685982,-117.885293,81789
SRH,20340 Hawthorne Blvd,Torrance,CA,90503,,4,,,200-9,33.847951,-118.352864,81790
SRH,20300 Hawthorne Blvd,Torrance,CA,90503,,,2,,GPS,33.847912,-118.3532328,81792
DC SOLAR,4661-4691 Park Rd,Benicia,CA,94510,,4,,,200-8,38.076915,-122.121762,81811
ALEXAN ASHFORD,1200 N Dairy Ashford Rd,Houston,TX,77079,,2,,,GPS,29.782505,-95.6052071,81812
KCPL,4780 NW 41st St @ Velocity,Riverside,MO,64150,,4,,,200-8,39.168659,-94.636238,81814
CIVIC CENTER,14123 All American Way,Westminster,CA,92683,,10,,,200-8,33.757199,-117.985602,81838
DUKEPTS,304 Research Dr,Durham,NC,27710,,2,,,GPS,36.0070201,-78.9412623,81839
EV CHARGING,Pso De Arboles,San Jose,CA,95135,,1,,,GPS,37.302921,-121.7654268,81841
ELEMENT WESTIN,6800 Govenors West NW,Huntsville,AL,35806,,2,,,GPS,34.7185854,-86.6728504,81851
GURDWARA,3636 Murillo Avenue,San Jose,CA,95148,,6,,,200-9,37.326909,-121.764404,81852
STATION 1,373 Pine Ln,Los Altos,CA,94022,,2,,,GPS,37.3924294,-122.1232556,81853
6TH CIVIL ENG,7369-7399 S MacDill Ave,Tampa,FL,33621,,4,,,200-8,27.861733,-82.494325,81854
BROADWAY MGT,1501-1527 Oak St,Alameda,CA,94501,,2,,,GPS,37.7664046,-122.2431871,82056
MARIN GATEWAY,190 Donahue St,Sausalito,CA,94965,,2,,,GPS,37.8728277,-122.5114169,82057
VALLEY FORGE,Joseph Plumb Martin Trail,King of Prussa,PA,19406,,1,,,GPS,40.1013826,-75.4247693,82058
VALLEY FORGE,Joseph Plumb Martin Trail,King of Prussia,PA,19406,,2,,,GPS,40.1013642,-75.4248578,82062
RICHMOND,256 24th St,Richmond,CA,94804,,1,,,GPS,37.934811,-122.3460791,82063
EVSP WEST HOLLY,1140 N Vista St,West Hollywood,CA,90046,,1,,,GPS,34.0920501,-118.3512377,82064
RICHMOND,551-599 S 45th St,Richmond,CA,94804,,,2,,GPS,37.9244245,-122.327548,82065
VALLEY FORGE,Joseph Plumb Martin Trail Chapel Trail,King of Prussa,PA,19406,,1,,,GPS,40.101393,-75.424743,82066
EVSP WEST HOLLY,1130 N Vista St,West Hollywood,CA,90046,,1,,,GPS,34.0920525,-118.3511796,82067
KCPL,4500 Main St @ American Century Employee Parking Garage,Kansas City,MO,64111,,12,,,200-9,39.045944,-94.586981,82068
DCC,1810 Northgate Blvd,Colorado Springs,CO,80921,,2,,,GPS,39.0290702,-104.7949474,82069
BIO-RAD,9500 Jeronimo Rd,Irvine,CA,92618,,3,,,200-9,33.648388,-117.718417,82075
CITY OF REDWOOD,1014 King St,Redwood City,CA,94061,,2,,,GPS,37.4722811,-122.2352144,82076
SOUTHSTREET,29 South St,Hudson,MA,1749,,2,,,GPS,42.3905045,-71.566784,82077
833 E MICHIGAN,833 E Michigan St,Milwaukee,WI,53202,,2,,,GPS,43.0374968,-87.9010958,82078
CBRE-AS,680 Knox St,Torrance,CA,90502,,2,,,GPS,33.8540875,-118.2868659,82079
ROYAL FARMS,11112 Laurel Road,Laurel,DE,19956,,,4,,200-8,38.554773,-75.55568,82080
REDWOOD EV,1771 N McCadden Pl,Los Angeles,CA,90028,,4,,,200-8,34.102855,-118.337627,82081
KCPL,613 Atchison St @ KCPL St. Joseph Service Center,St Joseph,MO,64501,,2,,,GPS,39.7414577,-94.8522742,82082
EDMONDSNISSAN,24325 WA-99,Edmonds,WA,98026,,,2,,GPS,47.778399,-122.3442599,82083
INDIGO,430 SW 13th Ave,Portland,OR,97205,,4,,,200-8,45.522444,-122.684063,82087
VISITOR CENTER,7 McDonald Ave Visitors Center Parking Lot,Hamlet,NC,28345,,2,,,GPS,34.8835144,-79.6999202,82088
VISITOR CENTER,2 West Main Street Visitors Center Parking Lot,Hamlet,NC,28345,,1,,,GPS,34.8834264,-79.6999524,82089
AAA NCNU,Broadway,Farmington,UT,84025,,2,,,GPS,40.987957,-111.910432,82090
CAR CHARGER,110 Brown St,Sebastopol,CA,95472,,2,,,GPS,38.402426,-122.8225395,82091
PUBLIC USE,349 W 300 S Pioneer Park,Salt Lake City,UT,84101,,2,,,GPS,40.7627132,-111.9008997,82092
SP PLUS,73-200 Kupipi St,Kailua-Kona,HI,96740,,2,,,GPS,19.7358916,-156.0402263,82093
KCPL,104 Armour Rd @ Maxus Armor Apartments,North Kansas City,MO,64116,,6,,,200-9,39.142021,-94.579083,82094
KCPL,551 New Century Pkwy @ New Century Field House,New Century,KS,66031,,6,,,GPS,38.8183196,-94.903481,82095
KCPL,11401 Lamar,Overland Park,KS,66211,1,1,,,GPS,38.9251442,-94.6562424,82096
UPTOWN CONCORD,7870 Commons Park Cir NW,Concord,NC,28027,,2,,,GPS,35.3719738,-80.709108,82104
GO BRAVES,553 Circle 75 Pkwy,Atlanta,GA,30339,,2,,,GPS,33.8888827,-84.4685724,82105
GO BRAVES,75 Circle Pkwy,Atlanta,GA,30339,,14,,,GPS,33.8918241,-84.4666577,82106
SHADOW CLIFFS,Lake Trail,Pleasanton,CA,94566,,3,,,GPS,37.669944,-121.8434476,82108
ORANGEFAIR,219 E Orangefair Mall,Fullerton,CA,92832,,6,,,200-8,33.858174,-117.923765,82109
ORANGEFAIR,215 E Orangefair Mall,Fullerton,CA,92832,,2,,,GPS,33.8564516,-117.9225462,82110
CITY OF REDWOOD,San Francisco Bay Trail,Redwood City,CA,94065,,2,,,GPS,37.5309414,-122.2592373,82115
VIEWPOINTE,500 N Rainbow Blvd,Las Vegas,NV,89107,,2,,,GPS,36.1780972,-115.2414278,82116
TOYOTA HOPTOWN,4395 Fort Campbell Blvd,Hopkinsville,KY,42240,,2,,,GPS,36.8232397,-87.4744034,82117
SSEWER,10060 Goethe Rd,Sacramento,CA,95827,,4,,,200-9,38.552089,-121.332124,82118
LENNAR,1221 E Apache Blvd,Tempe,AZ,85281,,4,,,200-9,33.414019,-111.918227,82123
JLB BUILDERS,1575 Anderson Rd,McLean,VA,22102,,3,,,200-9,38.926781,-77.205108,82124
ALEXAN MIDTOWN,2310 Main St,Houston,TX,77002,,2,,,GPS,29.7468985,-95.3730585,82126
CONTINUUM,199 N Harvard St,Alston,MA,2134,,1,,,GPS,42.3632817,-71.129674,82127
CONTINUUM,199 N Harvard St,Allston,MA,2134,,1,,,GPS,42.3633094,-71.1297437,82128
STATION 1,2 Central St,Framingham,MA,1701,,2,,,GPS,42.3236534,-71.4003351,82152
GO BRAVES,1800 Windy Ridge Pkwy SE,Atlanta,GA,30339,,8,,,GPS,33.8912031,-84.4693006,82153
METRO DC,75 Circle Pkwy Delta Deck Surface Lot,Atlanta,GA,30339,,16,2,,GPS,33.8917699,-84.4657148,82154
LONG BEACH,406 Oregon Ave S,Long Beach,WA,98631,,2,,,GPS,46.3493393,-124.0535196,82155
ZMPF STATION,675 Los Esteros Rd,San Jose,CA,95134,,4,,,200-9,37.433791,-121.95607,82156
EV CHARGER,18 US-50,Stateline,NV,89449,,4,,,200-9,38.96251,-119.940822,82157
801 TOWER,801 S Figueroa St,Los Angeles,CA,90017,,4,,,200-9,34.047834,-118.261897,82182
FEST FOODS,1355 Oneida St,Menasha,WI,54952,,2,,,GPS,44.2263042,-88.4031196,82183
101 NORTH BRAND,101 N Brand Blvd,Glendale,CA,91203,,6,,,200-8,34.146269,-118.255277,82184
GASTONIA,1555 E Garrison Blvd,Gastonia,NC,28054,,2,,,GPS,35.2521075,-81.157763,82191
GO BRAVES,Circle 75 Pkwy,Atlanta,GA,30339,,12,,,GPS,33.8886718,-84.4684481,82193
USC CAMPUS,631 W Jefferson Blvd,Los Angeles,CA,90007,,32,,,200-8,34.022348,-118.280359,82194
INFORMATICA,2000 Seaport Blvd,Redwood City,CA,94063,,2,,,GPS,37.5106245,-122.2037291,82195
STATION 1,155-199 S Harrison Ave,Fort Lupton,CO,80621,,2,,,GPS,40.0790838,-104.8069767,82197
RAMONA SHOPPING,1312-1314 CA-67,Ramona,CA,92065,,2,,,GPS,33.0389948,-116.873771,82198
CITY OF NAPA,1501-1541 1st St,Napa,CA,94559,,2,,,GPS,38.2968633,-122.2897794,82201
NICKELODEON,203 W. Olive Ave.,Burbank,CA,91502,,6,,,200-9,34.175644,-118.315164,82214
NICKELODEON,231 W Olive Ave,Burbank,CA,91502,,6,,,200-9,34.174905,-118.315512,82215
RICHMOND,325 Civic Center Plaza,Richmond,CA,94804,,2,,,GPS,37.9363622,-122.3440266,82216
CHARGER 1 LVR,1270 Lifes Way,Marietta,GA,30062,,4,,,200-9,33.934014,-84.513701,82239
LEVEL P3,1 Nashua St,Boston,MA,2114,,12,,,200-9,42.365955,-71.063294,82240
YARK BMW,7600 Central Ave,Toledo,OH,43617,,4,,,200-9,41.674353,-83.725311,82241
AMADORPLAZA,6670 Amador Plaza Rd,Dublin,CA,94568,,2,,,GPS,37.7017913,-121.9260709,82254
AMADORPLAZA,6690 Amador Plaza Rd,Dublin,CA,94568,,2,,,GPS,37.7018104,-121.9260176,82255
CASTRO STATION,150 W Evelyn Ave,Mountain View,CA,94041,,4,,,200-8,37.392346,-122.071719,82258
MASP,16999 Airport Blvd,Mojave,CA,93501,,4,,,200-8,35.056127,-118.157621,82263
100 CLARENDON,100 Clarendon St,Boston,MA,2116,,10,,,200-9,42.347973,-71.074211,82264
HY-VEE,1732-1774 W Battlefield Rd,Springfield,MO,65807,,2,,,GPS,37.1592566,-93.3152317,82265
HY-VEE,1720 W Battlefield St,Springfield,MO,65807,,2,,,GPS,37.1591601,-93.3153436,82268
TOM THUMB,2400 W 7th St,Fort Worth,TX,76107,,2,,,GPS,32.7520929,-97.3508919,82269
ATLANTA FALCONS,861 Franklin Gateway SE,Marietta,GA,30067,,4,,,200-9,33.93384,-84.497387,82270
SAMMAMISH,301 - 228th Avenue SE,Sammamish,WA,98074,,2,,,GPS,47.6059528,-122.0373912,82271
TOPANGA,Kittridge St,Los Angeles,CA,91303,,6,,,GPS,34.1908389,-118.6048732,82272
TOPANGA,6573-6579 Owensmouth Ave,Los Angeles,CA,91303,,4,,,200-8,34.188458,-118.601737,82273
TOPANGA,6700 Topanga Canyon Blvd,Los Angeles,CA,91303,,6,,,200-8,34.191962,-118.605645,82274
TOPANGA,6573 Owensmouth Ave,Los Angeles,CA,91303,,2,,,GPS,34.1892231,-118.6018943,82275
KCPL,8800 Penrose Ln @ EPC District at City Center,Lenexa,KS,66219,,6,,,GPS,38.9689508,-94.7835947,82276
KON TIKI INN,1621 Price St,Pismo Beach,CA,93449,,,1,,GPS,35.1456306,-120.6458761,82278
TOPANGA,6581-6585 Owensmouth Ave,Los Angeles,CA,91303,,1,,,GPS,34.1893881,-118.6021293,82279
RAMONA SHOPPING,1308-1312 CA-67,Ramona,CA,92065,,2,,,GPS,33.0390076,-116.8736879,82283
STATE PARKING,120 W Edenton St,Raleigh,NC,27603,,2,,,GPS,35.7815102,-78.6411604,82284
STATE PARKING,121 W Jones St,Raleigh,NC,27601,,2,,,GPS,35.7825234,-78.6410106,82285
DEVENS,88 Jackson Rd,Devens,MA,1434,,2,,,GPS,42.5382571,-71.624136,82287
QUADRUS,2460 Sand Hill Rd.,Menlo Park,CA,94025,,2,,,GPS,37.4226379,-122.2023042,82289
MCKENNACERRITOS,18303 Studebaker Rd,Cerritos,CA,90703,,2,,,GPS,33.8653809,-118.1008422,82290
IPA PARTNERS,15509 n scotsdale road,Scottsdale,AZ,85260,,2,,,GPS,33.6269838,-111.9233992,82293
KCPL,708 A St @ Creighton Conoco,Creighton,MO,64739,,4,,,200-9,38.499378,-94.070111,82296
KCPL,4525 Oak St @ Nelson-Atkins Museum of Art Parking  Garage,Kansas City,MO,64111,,6,,,200-8,39.044368,-94.581964,82297
ALLURE,200 W Sahara Ave,Las Vegas,NV,89102,,4,,,200-9,36.144104,-115.15906,82305
LENNAR,1602-1616 N Central Ave,Phoenix,AZ,85004,,4,,,200-9,33.466021,-112.07414,82306
LENNAR,1626 N Central Ave,Phoenix,AZ,85004,,2,,,200-9,33.4666785,-112.0739663,82307
VALLEY FAIR,2855 stevens Creek blvd,San Jose,CA,95128,,4,,,GPS,37.326359,-121.9427491,82308
YETI RAMBLERS,7601 Southwest Pkwy William Cannon,Austin,TX,78735,,2,,,GPS,30.2564123,-97.8717988,82309
YETI RAMBLERS,7601 Southwest Pkwy,Austin,TX,78735,,2,,,GPS,30.255806,-97.872517,82310
COHEN BROTHERS,750 Lexington Ave,New York,NY,10022,,1,,,GPS,40.7628984,-73.9683267,82314
FRUSCIONE LLC,3500 Quakerbridge Rd,Hamilton Township,NJ,8619,,2,,,GPS,40.2560557,-74.6812424,82315
CLARKSVILLE,12239-12245 MD-108,Clarksville,MD,21029,,2,,,GPS,39.2119847,-76.9372898,82316
CLARKSVILLE,12236-12242 MD-108,Clarksville,MD,21029,,2,,,GPS,39.2119431,-76.9373515,82317
COHEN BROTHERS,3 E 54th St,New York,NY,10022,,1,,,GPS,40.7609595,-73.9746494,82318
AVUHSD,43601-43799 35th St E,Lancaster,CA,93535,,2,,,200-8,34.675616,-118.068117,82319
CORPORATE YARD,11320-11330 Bullis Rd,Lynwood,CA,90262,,4,,,200-8,33.926194,-118.19964,82336
CORPORATE YARD,11338 Bullis Rd,Lynwood,CA,90262,,2,,,GPS,33.9264374,-118.1996938,82337
CORPORATE YARD,11338-11348 Bullis Rd,Lynwood,CA,90262,,2,,,GPS,33.9263191,-118.1997407,82338
CITY HALL,22858-22898 Calle San Juan De Los Lagos,Moreno Valley,CA,92553,,4,,,200-8,33.914626,-117.261195,82339
HAYNES HOUSE,2500 Peachtree Rd NW,Atlanta,GA,30305,,2,,,GPS,33.8233952,-84.3878507,82340
BART,45193 Warm Springs Blvd.,Fremont,CA,94539,,38,,,200-8,37.501206,-121.936133,82344
BART,45031 Warm Springs Blvd,Fremont,CA,94539,,4,,,200-8,37.502925,-121.937011,82345
THE SUMMIT,10885 NE 4th St,Bellevue,WA,98004,,4,,,200-8,47.613535,-122.195103,82346
UMASS LOWELL,2-98 Standish St,Lowell,MA,1854,,2,,,GPS,42.6531453,-71.3275618,82348
WENDYS,4100 S Pulaski Rd,Chicago,IL,60632,,2,,,GPS,41.818127,-87.7245934,82350
CITYOFBERKELEY,1125 University Ave,Berkeley,CA,94702,,2,,,GPS,37.8693852,-122.2908892,82351
GOAT BLOCKS,910 SE 10th Ave,Portland,OR,97214,,4,,,200-8,45.516186,-122.65549,82361
DE TRANSIT CORP,17656 Coastal Highway,Lewes,DE,19958,,4,,,200-9,38.74811,-75.168684,82362
TAMPA JCC,522 N Howard Ave,Tampa,FL,33606,,2,,,GPS,27.9493591,-82.4844612,82363
BEVERLY H. BMW,5070 Wilshire Blvd,Los Angeles,CA,90036,,,2,,200-8,34.061957,-118.340133,82364
MARIETTA,Dobbs Street Northwest,Marietta,GA,30060,,2,,,GPS,33.9545399,-84.5521582,82372
ROSENDALE,382 Main St,Kingston,NY,12401,,2,,,GPS,41.8449543,-74.0814593,82373
GOAT BLOCKS,1000-1098 SE 10th Ave,Portland,OR,97214,,2,,,GPS,45.5157775,-122.6552561,82374
UCSD,8610 Kennel Way,San Diego,CA,92037,,4,,,200-9,32.864465,-117.254108,82375
VALET,1200 Athens Ave,Lincoln,CA,95648,,12,,,200-8,38.83928,-121.311752,82391
VALET,1300 Athens Ave,Lincoln,CA,95648,,2,,,GPS,38.8395546,-121.3175002,82392
HUNTER LIGGETT,Bradley Dr,Jolon,CA,93928,,2,,,GPS,36.0061016,-121.236011,82393
UDR,717 W Olympic Blvd,Los Angeles,CA,90015,,4,,,200-9,34.045085,-118.26331,82394
CREVIER BMW,1562-1598 Auto Mall Dr,Santa Ana,CA,92705,,4,,,200-8,33.7274,-117.83697,82406
2525 WABASH,2525 Wabash Ave,Saint Paul,MN,55114,,2,,,GPS,44.9624591,-93.2051563,82407
WHIRLPOOL,2000 M-63,Benton Harbor,MI,49022,,2,,,GPS,42.1485561,-86.4420765,82408
ANSCHUTZ CAMPUS,E 17th Pl,Aurora,CO,80045,,2,,,GPS,39.7441429,-104.8340906,82409
KCPL,1223 Jefferson St @ Summit Quality Hill Apartments,Kansas City,MO,64105,,4,,,GPS,39.099424,-94.592009,82411
CREVIER BMW,1451 Auto Mall Dr,Santa Ana,CA,92705,,2,,,GPS,33.7286356,-117.8372809,82412
THE TWRS SOUTH,9330 Sorrento South Driveway,San Diego,CA,92121,,4,,,GPS,32.8907943,-117.2032626,82442
EDEN RESORT,222 Eden Rd,Lancaster,PA,17601,,2,,,GPS,40.0691075,-76.3009912,82443
AVALON CHARGE,5185 1st St,Alpharetta,GA,30009,,4,,,200-8,34.071126,-84.275125,82444
1800 S 300 W,1834 300 W,South Salt Lake,UT,84115,,2,,,GPS,40.7301776,-111.9006689,82445
AUXILIARY LOT,1300-1398 Gaviota Dr,Laguna Beach,CA,92651,,2,,,GPS,33.5318954,-117.7755475,82446
Y.V.M.H.,2811 Tieton Dr,Yakima,WA,98902,,8,,,200-9,46.593176,-120.550383,82447
IOWA CITY PRKNG,175 East Harrison St,Iowa City,IA,52240,,2,,,200-8,41.655301,-91.533529,82448
CCSF - SFO,N Link Rd International Parking Garage G,San Francisco,CA,94128,1,1,,,GPS,37.615822,-122.3923509,82451
LIBRARY C LOT,Soka Millenium Trail,Aliso Viejo,CA,92656,,4,,,GPS,33.5557001,-117.7362909,82478
VALLEY FAIR,11 Beechwood Ave,San Jose,CA,95128,,20,,,GPS,37.3263177,-121.9428578,82479
CITY OF NAPA,1181-1199 Main St,Napa,CA,94559,,2,,,GPS,38.3004312,-122.2866496,82480
IRVINE  CO  OFC,6410 Oak Canyon,Irvine,CA,92618,,3,,,200-9,33.676461,-117.768284,82481
STATION 1,14350 N 87th St,Scottsdale,AZ,85260,,2,,,GPS,33.6156339,-111.89454,82483
GEORGIA POWER,1118 S Lewis St,Metter,GA,30439,,2,2,,200-9,32.378877,-82.062878,82485
ALTABATESSUMMIT,400 Hawthorne Ave,Oakland,CA,94609,,2,,,GPS,37.8214279,-122.2640272,82486
DEP GRANT,750 E Booker Dairy Rd SRAC,Smithfield,NC,27577,,2,,,GPS,35.530169,-78.3284104,82487
PARKING GARAGE,1555 Blake St,Denver,CO,80202,,2,,,GPS,39.7504334,-104.9998045,82488
WESTOVER,34-38 Middle Plantation Rd NW,Atlanta,GA,30318,,2,,,GPS,33.8228748,-84.4412297,82489
WESTOVER,2475 Westover Plantation Rd NW,Atlanta,GA,30318,,2,,,GPS,33.822996,-84.4378209,82490
DEP GRANT,Turner Dr Johnston Med. Ctr,Smithfield,NC,27577,,1,,,GPS,35.5160824,-78.3343142,82492
SOUTH INDEPENDE,2 12th St,Hoboken,NJ,7030,,2,,,200-9,40.750875,-74.024494,82493
PREMIERE,1525 9th Ave,Seattle,WA,98101,,2,,,GPS,47.6131604,-122.3320902,82495
ESPOSTI STATION,Kendall Way,Windsor,CA,95492,,4,,,GPS,38.5278908,-122.7816468,82498
ESSEX,10822 NE 2nd Pl,Bellevue,WA,98004,,2,,,GPS,47.6124681,-122.1943078,82499
HY-VEE,1385 County Hwy 27,Austin,MN,55912,,2,,,GPS,43.6836859,-92.991586,82500
HY-VEE,1301 18th Ave NW,Austin,MN,55912,,2,,,GPS,43.6837014,-92.9911139,82501
IRONWORKS,471 E Evelyn Ave,Sunnyvale,CA,94086,,1,,,GPS,37.3762521,-122.0252178,82503
FRUSCIONE LLC,200 Clocktower Dr,Hamilton Township,NJ,8690,,2,,,GPS,40.2052461,-74.6594455,82504
U.S. REIF 6300,6300 Wilshire Blvd,Los Angeles,CA,90048,,2,,,GPS,34.06295,-118.3664852,82505
ROYAL FARMS,304 N DuPont Blvd,Smyrna,DE,19977,,,4,,200-9,39.306261,-75.60651,82506
KCPL,1200 Main @ Grandview City Hall,Grandview,MO,64030,,6,,,GPS,38.889572,-94.5305388,82508
DOWNTOWN,44 S Main St,Ipswich,MA,1938,,2,,,GPS,42.6775409,-70.836843,82512
