Station Name,Street Address,City,State,Zip Code,Connector1,Connector2,Connector3,Connector4,Geocode Status,Latitude,Longitude,ID
GEORGIA POWER,1501 Mercer University Dr,Macon,GA,31204,,2,2,,200-8,32.825991,-83.653237,80415
BMW RIDGEFIELD,746 Danbury Rd,Ridgefield,CT,6877,,1,,,GPS,41.3305782,-73.4722156,80416
TOWN CENTER,1000 Town Center Dr,Oxnard,CA,93036,,4,,,200-9,34.243103,-119.182023,80422
ROYAL FARMS,1114 MD-3,Gambrills,MD,21054,,,2,,GPS,39.0238963,-76.6923098,80424
PLAZA,100 Thousand Oaks Blvd,Thousand Oaks,CA,91360,,4,,,200-9,34.178279,-118.874821,80438
PUR,1425 N Alta Vista Blvd,Los Angeles,CA,90046,,2,,,GPS,34.0965967,-118.3473211,80446
CNTYOFRIVERSIDE,4080 Lemon Street,Riverside,CA,92501,,4,,,200-9,33.978494,-117.373321,80452
COUNTY,2265 Junction Ave,San Jose,CA,95131,,18,,,200-9,37.386235,-121.917452,80453
STATION 1,117-119 West Main Street,Elkton,MD,21921,,4,,,200-9,39.608042,-75.830545,80456
SANTANA ROW,3098 Olsen Dr,San Jose,CA,95128,,14,,,200-8,37.318945,-121.949221,80457
SANTANA ROW,3088 Olsen Dr,San Jose,CA,95128,,2,,,GPS,37.3186708,-121.9488666,80458
MC FLEET,100 Fleet St,Rockville,MD,20850,,4,,,GPS,39.0817431,-77.1504532,80459
KCPL,11626 Metcalf Ave @ Rosana Square,Overland Park,KS,66213,,6,,,GPS,38.9153056,-94.6693828,80461
FREEWAY,2659 Townsgate Rd,Westlake Village,CA,91361,,4,,,200-9,34.156459,-118.827245,80465
BA GRANT PUBLIC,586-628 All America Way,Sunnyvale,CA,94086,,2,,,GPS,37.3704596,-122.0381974,80468
LG&E,1523 Hepburn Ave,Louisville,KY,40204,,2,,,GPS,38.2390755,-85.7236216,80485
BMW FACILITIES,199 Tungsten Blvd,Greer,SC,29651,,1,,,GPS,34.8933801,-82.1949616,80486
CARTA,3001-3099 St Elmo Ave,Chattanooga,TN,37408,,4,,,200-8,35.02268,-85.320141,80496
HOWARD HUGHES,La Madre Mountain Dr,Las Vegas,NV,89135,,2,,,GPS,36.1474568,-115.3344202,80497
HOWARD HUGHES,Marketwalk Pl,Las Vegas,NV,89135,,2,,,GPS,36.1499021,-115.3342056,80498
CARTA,548 Vine St,Chattanooga,TN,37403,,4,,,200-9,35.047929,-85.300935,80499
CARTA,527 E M L King Blvd,Chattanooga,TN,37403,,2,,,GPS,35.0434275,-85.301786,80500
TANGERDAYB,1401-1499 Cornerstone Blvd,Daytona Beach,FL,32114,,2,,,GPS,29.2159326,-81.0974894,80501
RIVERFRONT,79 Potomac Ave SE,Washington,DC,20003,,8,,,200-9,38.871218,-77.006664,80503
CARTA,1-99 W 11th St,Chattanooga,TN,37402,,2,,,GPS,35.0440297,-85.3100261,80504
BELLSTORES 132,1923 OH-60,Ashland,OH,44805,,2,,,GPS,40.7818456,-82.2618053,80522
KCPL,1 East Pershing Rd @ Westin at Crown Center,Kansas City,MO,64108,,6,,,GPS,39.083447,-94.5827499,80525
ESSEX,400 Clementina St,San Francisco,CA,94103,,2,,,GPS,37.7799072,-122.4044935,80527
WPI,100 Institute Rd,Worcester,MA,1609,,4,,,200-9,42.274165,-71.806665,80576
THE EXCHANGE,900 Larkspur Landing Cir,Larkspur,CA,94939,,2,,,GPS,37.9488821,-122.5098117,80577
LENNAR,Taliesin Lane,Englewood,CO,80112,,2,,,GPS,39.5722842,-104.8682355,80579
SONIC,630 Washington St.,Stoughton,MA,2072,,1,,,GPS,42.129044,-71.1011172,80580
PLUGNEVERYWHERE,6601 Vaught Ranch Rd,Austin,TX,78730,,2,,,GPS,30.3730464,-97.8064781,80581
GEORGIA POWER,8465 Holcomb Bridge Rd,Alpharetta,GA,30022,,2,2,,200-9,33.987006,-84.268744,80583
PRESIDIO TRUST,Building 118 Taylor Rd,San Francisco,CA,94129,,1,,,GPS,37.7996941,-122.4605484,80584
CITY OF AURORA,S Blackhawk St,Aurora,CO,80014,,6,,,GPS,39.6730449,-104.8244539,80810
3M,11th St,Maplewood,MN,55119,,4,,,GPS,44.9507497,-92.997275,80821
3M,2350 Minnehaha Ave E,Maplewood,MN,55119,,2,,,GPS,44.9624326,-92.9998329,80822
ENDEAVOR REG,11501 Alterra Pkwy,Austin,TX,78758,,10,,,200-9,30.399682,-97.7205,80823
ENDEAVOR REG,Palm Way,Austin,TX,78758,,6,,,GPS,30.4036361,-97.7199266,80824
ENDEAVOR REG,Alterra Pkwy,Austin,TX,78758,,2,,,GPS,30.4016188,-97.719889,80825
KCPL,23401 Prairie Star Pkwy @ Shawnee Mission Medical Center-Prarie Star,Lenexa,KS,66227,,6,,,GPS,38.9552504,-94.8555445,80826
KCPL,23351 Prairie Star Pkwy @ Shawnee Mission Medical Center-Prarie Star,Lenexa,KS,66227,,2,,,GPS,38.9550783,-94.855806,80827
BOULDER,2280 Junction Pl,Boulder,CO,80301,,2,,,GPS,40.0241689,-105.2518438,80834
APS,565 N 3rd St,Phoenix,AZ,85004,,6,,,200-9,33.453744,-112.069343,80835
JIM BUTLER,759 Gravois Bluffs Blvd,Fenton,MO,63026,,,2,,GPS,38.5054647,-90.4512331,80836
ROOFTOP GARAGE,6000 Sepulveda Blvd,Culver City,CA,90230,,12,,,200-9,33.985845,-118.39398,80837
KCPL,9400 Ward Pkwy @ Burns &amp; McDonnell Engr.,Kansas City,MO,64114,,4,,,200-8,38.958845,-94.597872,80840
AHM TORRANCE,1919 Torrance Blvd,Torrance,CA,90501,,2,,,GPS,33.8374756,-118.3152438,80841
BMW OF DENVER,1040 S Colorado Blvd,Denver,CO,80246,,2,2,,200-8,39.697617,-104.940427,80842
BMW,State Rd S-42-9927,Greer,SC,29651,,2,,,GPS,34.8920804,-82.165768,80853
BMW ALPHARETTA,1501 Alpharetta Hwy,Roswell,GA,30076,,7,1,,200-8,34.066449,-84.317247,80854
REEF FLATIRON,2425 55th St,Boulder,CO,80301,,2,,,GPS,40.0231663,-105.2259343,80855
CONCORD STATION,7330 Bluff Springs Rd,Austin,TX,78744,,5,,,200-9,30.183177,-97.769817,80856
EASTON,108 Easton Station,Columbus,OH,43219,,,4,,GPS,40.0508478,-82.9164088,80857
TANGER COLUMBUS,I-71,Sunbury,OH,43074,,2,,,GPS,40.2597335,-82.9264755,80858
GARAGE,9045 Lincoln Blvd,Los Angeles,CA,90045,,8,,,200-9,33.95631,-118.417321,80859
METRO DC,450 Jesse Jewell Pkwy,Gainesville,GA,30501,,2,2,,GPS,34.2958859,-83.8293104,80860
KOHLS,9899 N Michigan Rd,Carmel,IN,46032,,1,,,GPS,39.9322924,-86.229854,80862
CHABOT COLLEGE,25555 Hesperian Blvd,Hayward,CA,94545,,12,,,200-8,37.640302,-122.102806,80885
CITYOFPATTERSON,315 W Las Palmas,Patterson,CA,95363,,2,,,GPS,37.4715185,-121.1310357,80886
SHR CHARGEPOINT,2200 Sand Hill Rd,Menlo Park,CA,94025,,4,,,200-9,37.422876,-122.199368,80887
FDTC,2715 W. Lucas St.,Florence,SC,29501,,1,,,GPS,34.2481311,-79.8096334,80888
MOFFETT,101-199 Stierlin Rd,Mountain View,CA,94043,,1,,,GPS,37.3961209,-122.0778823,80889
CITY HALL,160 Lake Ave,Palm Coast,FL,32164,,2,,,GPS,29.4858248,-81.2085067,80891
BASEMENT LEVEL,270 Brannan St,San Francisco,CA,94107,,4,,,200-9,37.78296,-122.391555,80892
NATIONAL GRID,1775 Washington St,Hanover,MA,2339,,4,,,200-9,42.146473,-70.841826,80896
COUNTY OF SB,105 Anapamu,Santa Barbara,CA,93101,,2,,,GPS,34.4257681,-119.7026489,80899
DAVID CRAIG,553-599 MD-7A,Havre de Grace,MD,21078,,2,,,GPS,39.5525807,-76.0913822,80900
LBA REALTY,3345 Michelson Dr,Irvine,CA,92612,,4,,,200-8,33.670716,-117.840579,80901
KCPL,305 E Clark St @ University of Central  MO - Lot 18,Warrensburg,MO,64093,,6,,,200-8,38.75675,-93.735329,80902
KCPL,198 W South St @ University of Central  MO,Warrensburg,MO,64093,,4,,,GPS,38.7603688,-93.7425929,80903
HANOVER,6601Rialto Blvd,Austin,TX,78735,,2,,,GPS,30.2491199,-97.8624178,80906
NRD 1,8901 S 154th St,Omaha,NE,68138,,2,,,GPS,41.1714245,-96.1558033,80910
ROYAL FARMS,6 W Lebanon Rd,Dover,DE,19901,,,4,,200-9,39.117364,-75.515937,80911
AVUHSD,39055 25th St W,Palmdale,CA,93551,,2,,,200-8,34.585129,-118.174103,80912
AVUHSD,37423 70th St E,Palmdale,CA,93552,,2,,,200-8,34.56157,-118.008359,80913
AVUHSD,44701 32nd St W,Lancaster,CA,93536,,2,,,200-8,34.694839,-118.188468,80915
AVUHSD,10833 E Ave R,Littlerock,CA,93543,,2,,,200-8,34.572866,-117.935915,80916
AVUHSD,6340 W Avenue L,Lancaster,CA,93536,,2,,,200-8,34.65998,-118.244417,80917
AVUHSD,2137 E Ave R,Palmdale,CA,93550,,2,,,200-8,34.572918,-118.091884,80918
AVUHSD,44900 Division St,Lancaster,CA,93535,,2,,,200-8,34.699371,-118.130209,80919
AVUHSD,6300 W Avenue L,Lancaster,CA,93536,,1,,,GPS,34.6601372,-118.2410431,80920
AVUHSD,45110 3rd St E,Lancaster,CA,93535,,1,,,GPS,34.7025795,-118.1253357,80921
RIDGE OFFICE,6805 Wood Hollow Dr,Austin,TX,78731,,2,,,GPS,30.3505908,-97.7545342,80928
METRO DC,800 Glenwood Ave SE,Atlanta,GA,30316,,2,2,,200-9,33.741547,-84.360485,80931
GEORGIA POWER,5319 Golf Club Dr,Braselton,GA,30517,,2,2,,200-9,34.097465,-83.818987,80932
KCPL,801 Pennsylvania Ave @ State Street Corp.,Kansas City,MO,64105,,8,,,GPS,39.105202,-94.5906998,80934
KCPL,333 W 11th St @ Parking Garage west of Folly Theater,Kansas City,MO,64105,,8,,,GPS,39.100448,-94.5876531,80935
BMW RIVERSIDE,3060 Adams St,Riverside,CA,92504,,,2,,200-9,33.923093,-117.416795,80936
RMCSJ,225 N Jackson Ave.,San Jose,CA,95116,,2,,,GPS,37.3633862,-121.8514167,80937
AVA,236 S Los Angeles St,Los Angeles,CA,90012,,2,,,GPS,34.0492805,-118.2439112,80943
IMLAY CITY,120 N Main Street,Imlay City,MI,48444,,1,,,GPS,43.0250847,-83.0745272,80944
PLUGNEVERYWHERE,1230-1290 Grove Blvd,Austin,TX,78741,,4,,,200-8,30.230389,-97.706509,80945
PUBLIC USE,210 E 400 S Library Square Garage,Salt Lake City,UT,84111,,4,,,GPS,40.7595375,-111.883972,80949
PUBLIC USE,210 E 400 S Library Square Garage (P1),Salt Lake City,UT,84111,,2,,,GPS,40.7594278,-111.883626,80950
PUBLIC USE,55 East 300 South 300 South,Salt Lake City,UT,84111,,2,,,GPS,40.7629439,-111.8894958,80951
BIO-RAD,5400 E 2nd Street,Benicia,CA,94510,,2,,,GPS,38.0808222,-122.118641,80953
BIO-RAD,6000 James Watson Dr,Hercules,CA,94547,,2,,,GPS,38.0258597,-122.2758053,80954
BIO-RAD,225 Linus Pauling Dr,Hercules,CA,94547,,4,,,200-8,38.022863,-122.273864,80956
BIO-RAD,875 Alfred Nobel Dr,Hercules,CA,94547,,2,,,GPS,38.0206351,-122.2765955,80957
BIO-RAD,2000 Alfred Nobel Dr,Hercules,CA,94547,,4,,,200-9,38.025739,-122.279073,80958
BIO-RAD,825 Alfred Nobel Dr,Hercules,CA,94547,,2,,,GPS,38.0206495,-122.2766167,80960
HUBBARD,Campus Dr,Flint,MI,48503,,2,,,GPS,43.0217615,-83.6853397,80962
FACEBOOK INC.,250 Bryant St,Mountain View,CA,94041,,13,,,200-9,37.39375,-122.080821,80963
KCPL,1300 S 11th St @ Mitchell Park Plaza Lofts,St Joseph,MO,64503,,6,,,GPS,39.7539966,-94.8477115,80964
KCPL,2301 McGee St @ Crown Center Exhibit Hall Parking Garage,Kansas City,MO,64108,,6,,,GPS,39.0862034,-94.5801322,80965
FACEBOOK INC.,902 Villa St,Mountain View,CA,94041,,2,,,GPS,37.3947723,-122.0800904,80966
WINDHAMMOUNTAIN,19 Resort Dr,Windham,NY,12496,,2,,,GPS,42.2992758,-74.2558811,80967
MAIN,1133 NY-414,Waterloo,NY,13165,,2,,,GPS,42.9699663,-76.8452818,80972
THE SHOPPES,3950 S Las Vegas Blvd,Las Vegas,NV,89119,,2,,,GPS,36.0926527,-115.1777752,80976
BEDROCK,269 E Congress St,Detroit,MI,48226,,2,,,GPS,42.3304785,-83.0431017,80977
PRC,45000 Pechanga Hwy,Temecula,CA,92592,,36,,,GPS,33.4555884,-117.1032328,80978
PRC,46305-46375 Co Hwy 16,Temecula,CA,92592,,2,,,GPS,33.4554583,-117.1029023,80979
IRVINE  CO  OFC,9779 Towne Center Dr.,San Diego,CA,92121,,5,,,200-9,32.886948,-117.210152,80980
PRC,45000 Pechanga Pkwy,Temecula,CA,92592,,2,,,GPS,33.4550698,-117.1026591,80981
PRC,46153-46303 Co Hwy 16,Temecula,CA,92592,,2,,,GPS,33.4556172,-117.103236,80982
3223 ARAPAHOE,3223 Arapahoe Ave,Boulder,CO,80303,,4,,,200-9,40.015114,-105.251075,80983
PROMETHEUS,111 N Rengstorff Ave,Mountain View,CA,94043,,2,,,GPS,37.4039138,-122.0953945,80985
ERCOT,800 Airport Road,Taylor,TX,76574,,8,,,200-9,30.573076,-97.440868,80986
MARTIN ACH,Martin Loop,Fort Benning,GA,31905,,2,,,GPS,32.3715717,-84.9280391,80987
SACRAMENTO,300 Richard Street,Sacramento,CA,95811,,1,,,GPS,38.5964811,-121.4984991,80988
UC SANTABARBARA,Lot 60 - East Side - Opposite the Entrance to the Lot Turn West from Storke Rd on Sierra Madre Ct,Goleta,CA,93117,,2,,,GPS,34.4187763,-119.8699627,80992
UC SANTABARBARA,Parking Lot 60- Near the Entrance Turn West from Storke Rd on Sierra Madre Ct,Goleta,CA,93117,,2,,,GPS,34.418767,-119.8705093,80993
CITY OF GARLAND,1565 TX-66,Garland,TX,75040,,2,,,GPS,32.9106789,-96.6083044,80994
MONOGRAM RES,3333 Harry Hines Blvd,Dallas,TX,75201,,4,,,200-9,32.797622,-96.814159,80995
KU,159 E High St,Lexington,KY,40507,,1,,,GPS,38.0441882,-84.4976097,81002
LG&E,315 East Main Street,Louisville,KY,40202,,1,,,GPS,38.2556425,-85.7470093,81003
CARTA,27 Patten Pkwy,Chattanooga,TN,37402,,2,,,GPS,35.0461267,-85.3069484,81004
KCPL,9717 N Ash Ave @ Price Chopper,Kansas City,MO,64155,,,2,,GPS,39.2680914,-94.448626,81005
KCPL,200 W South St @ University of Central  MO - Lot 13,Warrensburg,MO,64093,,6,,,GPS,38.7602314,-93.7430466,81007
WESTIN KIERLAND,6902 E Greenway Pkwy,Scottsdale,AZ,85254,,2,,,GPS,33.6254705,-111.9328156,81014
CITYOFCAMBRIDGE,Bishop allen,Cambridge,MA,2139,,2,,,GPS,42.3657483,-71.1016572,81015
HARDWICKSTATION,307 Main St,Northborough,MA,1532,,2,,,GPS,42.3065199,-72.2105715,81016
BRANDYWINE AUST,TX-1 Loop,Austin,TX,78746,,2,,,GPS,30.2441809,-97.8066922,81017
GUEST SERVICES,10 Thunderbird Rd,Taos Ski Valley,NM,87525,,2,,,GPS,36.5964638,-105.4495663,81018
GUEST SERVICES,106 Sutton Pl,Taos Ski Valley,NM,87525,,2,,,GPS,36.5953677,-105.4503012,81019
VI LIVING - NAP,701 Retreat Dr,Naples,FL,33410,,2,,,GPS,26.3065423,-81.8109518,81020
ROBLE,287 Santa Teresa St,Stanford,CA,94305,,18,,,200-8,37.426354,-122.177783,81022
LINC SQUARE EXP,432-492 Bellevue Way NE,Bellevue,WA,98004,,2,,,GPS,47.614294,-122.2012549,81023
LINC SQUARE EXP,410 Bellevue Way NE,Bellevue,WA,98004,,6,,,200-8,47.614035,-122.201358,81024
KCPL,425 E 63rd St @ Jewish Family Services,Kansas City,MO,64110,,4,,,200-9,39.013406,-94.582282,81026
VI LIVING - NAP,701 Retreat Dr,Naples,FL,34110,,2,,,GPS,26.306555,-81.810862,81028
PUBLIC USE,1040 E Sugarmont Dr. Fairmont Park,Salt Lake City,UT,84106,,2,,,GPS,40.7222643,-111.8617882,81048
BRANDYWINE AUST,1250 S Capital of Texas Hwy,Austin,TX,78746,,4,,,200-9,30.279319,-97.822064,81050
PUBLIC USE,600 E. 900 South Liberty Park,Salt Lake City,UT,84105,,4,,,GPS,40.7467892,-111.8763126,81051
PUBLIC USE,1060 S 900 W International Peace Gardens,Salt Lake City,UT,84104,,2,,,GPS,40.7468562,-111.9193426,81053
PUBLIC USE,855 W California Ave Sorenson Multicultural Center,Salt Lake City,UT,84104,,2,,,GPS,40.7407493,-111.914369,81054
MOLLYS,4801 Fenton St,Denver,CO,80212,,2,,,GPS,39.7789756,-105.0598826,81061
ESSEX,1729 N 1st St,San Jose,CA,95112,,8,,,200-9,37.367741,-121.914992,81110
PUBLIC USE,2375 900 E Forest Dale Golf Course,Salt Lake City,UT,84106,,2,,,GPS,40.7189134,-111.8648217,81112
WALLERCREEKSIDE,102-104 E 50th St,Austin,TX,78751,,1,,,GPS,30.3152291,-97.7243951,81113
THECAMDEN,1540-1578 Vine St,Los Angeles,CA,90028,,2,,,GPS,34.0990062,-118.3261481,81174
MAIN,1133 Route 414 Parking Garage,Waterloo,NY,13165,,4,,,GPS,42.9691655,-76.8452658,81175
PILGRIM PARKING,Lafayette Garage 1 Ave de Lafayette,Boston,MA,2111,,4,,,GPS,42.3533142,-71.0605938,81176
550 BUILDING,550 capital st NE,Salem,OR,97301,,2,,,GPS,44.9419755,-123.025572,81177
LOMA LINDA UNIV,221-251 S G St,San Bernardino,CA,92410,,11,,,200-8,34.097736,-117.298451,81179
LOMA LINDA UNIV,250 S G St,San Bernardino,CA,92410,,2,,,GPS,34.0966894,-117.2986792,81180
MTA,10102 Junction Drive,Annapolis Junction,MD,20701,,2,,,GPS,39.1233999,-76.7959717,81193
GARAGE CHARGERS,7001 E Belleview Ave,Denver,CO,80237,,10,,,200-8,39.624406,-104.907087,81196
WSU,514-516 MA-122,Worcester,MA,1602,,2,,,GPS,42.2683018,-71.8424337,81197
FHC EV,4005 Miranda Ave,Palo Alto,CA,94304,,4,,,200-9,37.401119,-122.136711,81204
VILLAGGIO EV,435 Virginia Ave,Indianapolis,IN,46203,,2,,,GPS,39.7603723,-86.1481056,81205
304 CAMBRIDGE,304 Cambridge Rd,Woburn,MA,1801,,2,,,GPS,42.4615332,-71.1673476,81206
KCPL,3936 Pennsylvania Ave @ Westport Manor Apartments,Kansas City,MO,64111,,10,,,GPS,39.0555599,-94.5935098,81207
GRANITECITY,19 Quincy Avenue,Quincy,MA,2169,,1,,,GPS,42.2448707,-70.9998678,81208
OBE AFLOAT,21500 Biscayne Blvd,Aventura,FL,33180,,2,,,GPS,25.9745246,-80.1425619,81215
TVA,Apres Vous Rd,Teton Village,WY,83025,,2,,,GPS,43.5876006,-110.8216268,81216
UAB,1500 University Blvd,Birmingham,AL,35233,,2,,,GPS,33.5022222,-86.8063094,81217
UAB,933 19th St S,Birmingham,AL,35205,,2,,,GPS,33.5020937,-86.798603,81218
GENERAL MOTORS,2010 Warsaw Rd,Roswell,GA,30076,,4,,,200-9,34.044944,-84.329746,81219
KCPL,301 W 22nd St @ DA Moore Parking Garage,Kansas City,MO,64105,,6,,,200-8,39.086493,-94.587505,81220
GENERAL MOTORS,2010 Warsaw Rd Exn,Roswell,GA,30076,,2,,,GPS,34.0457649,-84.3295098,81221
PUBLIC STATIONS,1 Sailway Drive,Fremont,CA,94538,,2,,,GPS,37.5479502,-121.9657128,81222
PUBLIC USE,1170 E Wilmington Ave Sugar House,Salt Lake City,UT,84106,,2,,,GPS,40.7233512,-111.8587575,81233
PUBLIC USE,2600 Sunnyside Ave S,Salt Lake City,UT,84108,,2,,,GPS,40.7511769,-111.8143838,81241
WELCOME CENTER,301 Stewart Rd,Lathrop,CA,95330,,2,,,GPS,37.7883659,-121.3098283,81242
ROBLE,373 Santa Teresa St,Stanford,CA,94305,,26,,,200-8,37.425664,-122.174162,81243
ROBLE,375 Santa Teresa St,Stanford,CA,94305,,8,,,200-9,37.425961,-122.173545,81244
SMCCD,11 College Rd,Pacifica,CA,94044,,4,,,GPS,37.6282798,-122.4679362,81245
SMCCD,3300 College Rd,San Bruno,CA,94066,,4,,,200-8,37.632223,-122.464216,81246
NATIONAL GRID,151 Pulaski Rd,Chepachet,RI,2814,,2,,,GPS,41.9316528,-71.7969981,81248
GENERAL MOTORS,400 E Jefferson Ave,Detroit,MI,48243,,4,,,200-8,42.330225,-83.039993,81261
BRANDYWINE AUST,3711 S MoPac Expy P2,Austin,TX,78735,,2,,,GPS,30.2460901,-97.8046001,81316
UAB,316 10th St S,Birmingham,AL,35233,,4,,,200-8,33.502715,-86.816256,81317
MONTCLAIR,580 Valley Rd,Montclair,NJ,7043,,2,,,GPS,40.8400861,-74.2087282,81318
THECAMDEN,1540 Vine St,Los Angeles,CA,90028,,10,,,200-9,34.0988,-118.326217,81319
KCPL,125 E 31st St @ KCPT,Kansas City,MO,64108,,6,,,200-9,39.070667,-94.58262,81321
SARASOTA COUNTY,1798 Ken Thompson Pkwy,Sarasota,FL,34236,1,1,,,GPS,27.3353582,-82.5735633,81344
SARASOTA COUNTY,2150 Ringling Blvd,Sarasota,FL,34237,1,1,,,GPS,27.335181,-82.5280338,81345
SARASOTA COUNTY,4341 Callista Ln,Sarasota,FL,34243,1,1,,,GPS,27.3860431,-82.4819231,81346
SARASOTA COUNTY,1451 Cattlemen Rd,Sarasota,FL,34232,1,1,,,GPS,27.3209953,-82.4510319,81347
SARASOTA COUNTY,200-298 Payne Pkwy,Sarasota,FL,34237,1,1,,,GPS,27.3341837,-82.5305099,81348
SARASOTA COUNTY,1660 Ringling Blvd,Sarasota,FL,34236,1,1,,,GPS,27.333497,-82.5372038,81349
SARASOTA COUNTY,1001 Sarasota Center Blvd,Sarasota,FL,34240,2,2,,,200-9,27.350064,-82.402763,81350
SARASOTA COUNTY,100-198 N Pineapple Ave,Sarasota,FL,34236,1,1,,,GPS,27.3375652,-82.5437188,81351
THE HUB,50 26th St,Pittsburgh,PA,15222,,2,,,GPS,40.455787,-79.9803768,81352
ROYAL FARMS,108 Silicato Parkway,Milford,DE,19963,,,4,,200-9,38.927772,-75.417695,81354
KCPL,4623 N Village Dr @ Speedys Convenience Store,St Joseph,MO,64506,,2,2,,GPS,39.8111655,-94.805746,81355
UCSD,Osler Lane,San Diego,CA,92161,,6,,,GPS,32.8748938,-117.2377247,81356
BEVERLY H. BMW,5151 Wilshire Blvd,Los Angeles,CA,90036,,2,,,GPS,34.0625105,-118.3424085,81357
THE HUB,2525 Railroad St,Pittsburgh,PA,15222,,2,,,GPS,40.4562052,-79.9804404,81358
THE HUB,45 26th St,Pittsburgh,PA,15222,,2,,,GPS,40.4560734,-79.9796281,81359
THE HUB,2600-2698 Railroad St,Pittsburgh,PA,15222,,2,,,GPS,40.4565882,-79.9793098,81360
NTCNA-SAC,7815 N White and Parker Rd,Stanfield,AZ,85172,,,2,,GPS,32.9492847,-111.9934495,81361
B E CHARGERS,1127 North Ave,Burlington,VT,5408,,4,,,200-9,44.5065,-73.245536,81362
LCT,825 NE Multnomah St,Portland,OR,97232,,2,,,GPS,45.5325034,-122.6576193,81378
CITY HALL,5613-5637 Vance St,Arvada,CO,80002,,8,,,GPS,39.7987524,-105.079549,81380
JLB BUILDERS,782 Peachtree Street NE,Atlanta,GA,30308,,4,,,200-9,33.775847,-84.385272,81381
NATIONAL GRID,777 Rogers St,Lowell,MA,1852,,,2,,GPS,42.6288058,-71.2775743,81382
SARASOTA COUNTY,4970 City Hall Blvd,North Port,FL,34286,,2,,,GPS,27.0753062,-82.2051135,81384
KCPL,4801 Rockhill Road,Kansas City,MO,64110,,2,,,GPS,39.0401423,-94.5775428,81385
CENTERPOINT,4300 Bissonnet St,Bellaire,TX,77401,1,1,,,GPS,29.7182901,-95.4485168,81386
GARAGE,165-173 Hanover St,Portsmouth,NH,3801,,2,,,GPS,43.0771899,-70.7609456,81405
PARK PLACE,1100 Park Pl Basement Garage,San Mateo,CA,94403,,2,,,GPS,37.5450947,-122.2909852,81406
BVSD,1500 Knox Drive,Boulder,CO,80305,,2,,,GPS,39.9742286,-105.2444704,81408
BMW OF COLUMBIA,240 Killian Commons Pkwy,Columbia,SC,29203,,2,,,GPS,34.1264848,-80.9603964,81423
WAILUKU BRANCH,1888-1898 Wili Pa Loop,Wailuku,HI,96793,,2,,,GPS,20.8945681,-156.499372,81424
THE TOMSCOT,3015 N Scottsdale Rd,Scottsdale,AZ,85251,,4,,,200-9,33.482057,-111.925346,81425
T3 LLC,22412 El Camino Real,Santa Margarita,CA,93453,,2,,,GPS,35.3911329,-120.6094977,81426
ROYAL FARMS,20579 DuPont Blvd,Georgetown,DE,19947,,,4,,200-9,38.698883,-75.400221,81449
CCSF - SFO,San Francisco International Airport International Parking Garage G,Millbrae,CA,94030,,2,,,GPS,37.6154248,-122.3931588,81450
TARGET CORP,6950 Target Pkwy Ramp 1,Brooklyn Park,MN,55445,,6,,,200-8,45.135244,-93.37421,81451
SEIU LOCAL 721,1545 Wilshire Blvd,Los Angeles,CA,90017,,3,,,200-9,34.055695,-118.269666,81458
AVENUE GARAGE,170 Forest Ave,Oak Park,IL,60301,,4,,,200-9,41.889731,-87.799737,81460
UMN,367-369 E River Pkwy,Minneapolis,MN,55455,,2,,,GPS,44.9714501,-93.2360271,81462
UMN,80 Church St SE,Minneapolis,MN,55455,,2,,,GPS,44.9763215,-93.2339504,81463
UMN,300 19th Ave S,Minneapolis,MN,55454,,2,,,GPS,44.9709557,-93.2461556,81464
UMN,482-506 SE 17th Ave,Minneapolis,MN,55414,,2,,,GPS,44.9795264,-93.2313499,81465
UMN,2021 6th St SE,Minneapolis,MN,55455,,2,,,GPS,44.9782141,-93.2245622,81466
CR 2020,1926 University Ave SE,Minneapolis,MN,55455,,2,,,GPS,44.9762771,-93.2289461,81467
HIS,604 E 6th St,Naperville,IL,60563,,2,,,GPS,41.7821525,-88.1468423,81469
G1CHARGER,2711 S Ocean Dr,Hollywood,FL,33019,,3,,,200-9,25.996138,-80.118163,81475
CONCORD STATION,7331 Bluff Springs Rd,Austin,TX,78744,,2,,,200-9,30.179581,-97.769283,81476
DOWNTOWN,101-147 S 13th St,Ashland,NE,68003,,2,2,,200-8,41.039103,-96.367045,81477
NORTHWINDS,11605 Haynes Bridge Rd,Alpharetta,GA,30009,,2,,,GPS,34.0630678,-84.2902897,81489
CAN,Campus Cir,Redwood City,CA,94061,,8,,,GPS,37.4486186,-122.2645778,81490
LENOIR CHARGE,107 Boundary St SW,Lenoir,NC,28645,,2,,,GPS,35.9129122,-81.540631,81493
BURNET FLATS,5350 Burnet Rd,Austin,TX,78756,,2,,,GPS,30.3276343,-97.7402764,81494
ESSEX,4480 Hacienda Dr,Pleasanton,CA,94588,,1,,,GPS,37.696289,-121.8939677,81495
ESSEX,4490 Hacienda Dr,Pleasanton,CA,94588,,2,,,GPS,37.6963848,-121.8939013,81496
ESSEX,4234 Hacienda Dr,Pleasanton,CA,94588,,5,,,200-8,37.689339,-121.89482,81497
MCMAHON,868 VT-15,Hyde Park,VT,5655,,4,,,200-9,44.588058,-72.604858,81498
NSC,28725-28789 MN-65,Isanti,MN,55040,,2,,,GPS,45.4913389,-93.2362199,81499
945 MARKET,945 Market St,San Francisco,CA,94103,,2,,,200-8,37.7828623,-122.4089181,81514
