,Zip Code,Number of Stations,Average AGI,Number of Connectors,AGI Range,Percentage of Total Zips
5118,06855,1,93946.03,4.0,75k-100k,15.33
5119,11214,1,42595.34,2.0,<50k,28.25
5120,15147,1,49059.53,3.0,<50k,28.25
5121,87108,1,37725.96,2.0,<50k,28.25
5122,20906,1,56047.62,4.0,50k-75k,37.0
5123,03262,1,47059.7,1.0,<50k,28.25
5124,89049,1,57931.58,8.0,50k-75k,37.0
5125,83313,1,63997.89,2.0,50k-75k,37.0
5126,95531,1,47627.27,6.0,<50k,28.25
5127,64089,1,73229.36,6.0,50k-75k,37.0
5128,76017,1,63174.15,2.0,50k-75k,37.0
5129,80465,1,103626.8,4.0,100k-125k,7.38
5130,74012,1,64658.27,1.0,50k-75k,37.0
5131,75020,1,50269.29,1.0,50k-75k,37.0
5132,11735,1,82299.89,4.0,75k-100k,15.33
5133,75050,1,44042.49,3.0,<50k,28.25
5134,38703,1,29993.6,1.0,<50k,28.25
5135,44074,1,60459.48,1.0,50k-75k,37.0
5136,64128,1,24307.35,6.0,<50k,28.25
5137,10917,1,93431.0,6.0,75k-100k,15.33
5138,44721,1,68074.31,1.0,50k-75k,37.0
5139,33478,1,93120.22,2.0,75k-100k,15.33
5140,98203,1,63922.43,1.0,50k-75k,37.0
5141,68787,1,57855.51,2.0,50k-75k,37.0
5142,94586,1,155863.64,2.0,150k-175k,1.78
5143,97103,1,53207.15,2.0,50k-75k,37.0
5144,30316,1,55540.6,4.0,50k-75k,37.0
5145,75243,1,45834.37,3.0,<50k,28.25
5146,47577,1,46706.0,2.0,<50k,28.25
5147,32926,1,48826.74,2.0,<50k,28.25
5148,43082,1,122400.0,1.0,100k-125k,7.38
5149,93543,1,40312.13,2.0,<50k,28.25
5150,08210,1,58287.72,4.0,50k-75k,37.0
5151,12903,1,61046.34,2.0,50k-75k,37.0
5152,90805,1,36394.36,4.0,<50k,28.25
5153,15001,1,53228.49,2.0,50k-75k,37.0
5154,97707,1,74032.56,2.0,50k-75k,37.0
5155,49307,1,50684.97,2.0,50k-75k,37.0
5156,12484,1,74244.44,2.0,50k-75k,37.0
5157,16148,1,58540.55,1.0,50k-75k,37.0
5158,06517,1,83456.0,3.0,75k-100k,15.33
5159,90813,1,28346.34,2.0,<50k,28.25
5160,10466,1,37736.85,2.0,<50k,28.25
5161,20164,1,58853.83,4.0,50k-75k,37.0
5162,83202,1,48794.37,4.0,<50k,28.25
5163,08205,1,54103.19,2.0,50k-75k,37.0
5164,54937,1,71080.52,2.0,50k-75k,37.0
5165,04347,1,62412.12,6.0,50k-75k,37.0
5166,96067,1,55353.87,4.0,50k-75k,37.0
5167,48317,1,53201.62,1.0,50k-75k,37.0
5168,75109,1,63174.57,6.0,50k-75k,37.0
5169,44147,1,84096.87,2.0,75k-100k,15.33
5170,83002,1,151456.78,3.0,150k-175k,1.78
5171,10512,1,87371.1,2.0,75k-100k,15.33
5172,91321,1,61395.56,2.0,50k-75k,37.0
5173,15215,1,117857.41,1.0,100k-125k,7.38
5174,08724,1,66400.95,2.0,50k-75k,37.0
5175,92518,1,80565.31,2.0,75k-100k,15.33
5176,77880,1,63013.41,2.0,50k-75k,37.0
5177,64158,1,72523.48,6.0,50k-75k,37.0
5178,81235,1,62985.71,2.0,50k-75k,37.0
5179,35022,1,55971.65,1.0,50k-75k,37.0
5180,21157,1,69797.55,2.0,50k-75k,37.0
5181,60139,1,47113.28,1.0,<50k,28.25
5182,98116,1,112455.15,4.0,100k-125k,7.38
5183,85028,1,99501.88,2.0,75k-100k,15.33
5184,85022,1,58638.48,10.0,50k-75k,37.0
5185,50036,1,57316.13,1.0,50k-75k,37.0
5186,48801,1,54171.94,2.0,50k-75k,37.0
5187,13045,1,51196.18,1.0,50k-75k,37.0
5188,28164,1,60439.85,2.0,50k-75k,37.0
5189,60022,1,633681.59,2.0,175k+,5.88
5190,45223,1,37717.77,2.0,<50k,28.25
5191,97408,1,105379.64,2.0,100k-125k,7.38
5192,38301,1,33670.6,2.0,<50k,28.25
5193,95045,1,76249.21,1.0,75k-100k,15.33
5194,34224,1,47574.47,1.0,<50k,28.25
5195,44320,1,33688.36,4.0,<50k,28.25
5196,84511,1,50035.95,4.0,50k-75k,37.0
5197,78550,1,40851.23,1.0,<50k,28.25
5198,55430,1,39474.78,1.0,<50k,28.25
5199,25882,1,45636.36,4.0,<50k,28.25
5200,01930,1,81105.92,2.0,75k-100k,15.33
5201,60803,1,47859.16,1.0,<50k,28.25
5202,78223,1,36095.8,4.0,<50k,28.25
5203,05764,1,44120.67,2.0,<50k,28.25
5204,97843,1,68080.65,2.0,50k-75k,37.0
5205,01564,1,88800.0,1.0,75k-100k,15.33
5206,36867,1,43775.23,1.0,<50k,28.25
5207,01776,1,268373.3,1.0,175k+,5.88
5208,97365,1,55437.43,2.0,50k-75k,37.0
5209,64070,1,71065.27,6.0,50k-75k,37.0
5210,72802,1,60908.99,2.0,50k-75k,37.0
5211,29485,1,56738.21,1.0,50k-75k,37.0
5212,30106,1,37786.22,2.0,<50k,28.25
5213,64155,1,70370.37,2.0,50k-75k,37.0
5214,78256,1,110620.71,2.0,100k-125k,7.38
5215,66030,1,60129.09,2.0,50k-75k,37.0
5216,75482,1,48451.46,8.0,<50k,28.25
5217,78412,1,53502.9,2.0,50k-75k,37.0
5218,32951,1,103376.67,1.0,100k-125k,7.38
5219,46222,1,26861.92,2.0,<50k,28.25
5220,39702,1,40903.27,1.0,<50k,28.25
5221,37060,1,58181.9,3.0,50k-75k,37.0
5222,56267,1,62390.97,2.0,50k-75k,37.0
5223,32608,1,69010.66,2.0,50k-75k,37.0
5224,50501,1,53187.72,1.0,50k-75k,37.0
5225,13408,1,49117.27,2.0,<50k,28.25
5226,33801,1,32802.19,2.0,<50k,28.25
5227,85739,1,76485.01,3.0,75k-100k,15.33
5228,28805,1,54798.35,1.0,50k-75k,37.0
5229,47469,1,42746.51,3.0,<50k,28.25
5230,19930,1,118945.52,2.0,100k-125k,7.38
5231,55925,1,56353.7,1.0,50k-75k,37.0
5232,60148,1,69536.65,4.0,50k-75k,37.0
5233,82930,1,60048.95,8.0,50k-75k,37.0
5234,24592,1,43064.53,3.0,<50k,28.25
5235,34208,1,44571.4,4.0,<50k,28.25
5236,83420,1,40605.61,3.0,<50k,28.25
5237,96146,1,99654.79,6.0,75k-100k,15.33
5238,49765,1,40613.37,2.0,<50k,28.25
5239,79707,1,123936.48,1.0,100k-125k,7.38
5240,53224,1,44165.89,1.0,<50k,28.25
5241,32320,1,40948.23,1.0,<50k,28.25
5242,19468,1,77696.5,1.0,75k-100k,15.33
5243,20876,1,67951.86,1.0,50k-75k,37.0
5244,93314,1,105552.07,10.0,100k-125k,7.38
5245,33196,1,50768.68,1.0,50k-75k,37.0
5246,87401,1,53807.57,2.0,50k-75k,37.0
5247,30909,1,56487.04,2.0,50k-75k,37.0
5248,11783,1,90897.33,1.0,75k-100k,15.33
5249,49505,1,45585.83,2.0,<50k,28.25
5250,04037,1,43260.89,1.0,<50k,28.25
5251,48503,1,32660.09,2.0,<50k,28.25
5252,82716,1,60312.72,4.0,50k-75k,37.0
5253,95503,1,56786.04,1.0,50k-75k,37.0
5254,85750,1,122564.58,1.0,100k-125k,7.38
5255,06795,1,80694.73,2.0,75k-100k,15.33
5256,93505,1,44246.77,4.0,<50k,28.25
5257,64124,1,26808.78,6.0,<50k,28.25
5258,55906,1,80746.36,2.0,75k-100k,15.33
5259,60130,1,55875.03,1.0,50k-75k,37.0
5260,04674,1,42110.53,2.0,<50k,28.25
5261,65584,1,45072.29,1.0,<50k,28.25
5262,85202,1,43282.86,3.0,<50k,28.25
5263,98296,1,104001.08,3.0,100k-125k,7.38
5264,22046,1,138187.21,2.0,125k-150k,3.78
5265,22312,1,68364.7,1.0,50k-75k,37.0
5266,73077,1,58400.34,6.0,50k-75k,37.0
5267,06413,1,82559.44,2.0,75k-100k,15.33
5268,33314,1,42769.62,1.0,<50k,28.25
5269,12777,1,102530.3,1.0,100k-125k,7.38
5270,08559,1,126023.08,2.0,125k-150k,3.78
5271,65351,1,42527.0,6.0,<50k,28.25
5272,24015,1,54790.24,1.0,50k-75k,37.0
5273,98841,1,41903.32,1.0,<50k,28.25
5274,94591,1,64370.71,4.0,50k-75k,37.0
5275,33021,1,68258.07,4.0,50k-75k,37.0
5276,05673,1,76504.88,1.0,75k-100k,15.33
5277,30093,1,27975.84,2.0,<50k,28.25
5278,85262,1,286430.38,2.0,175k+,5.88
5279,20109,1,48241.92,2.0,<50k,28.25
5280,93648,1,28931.75,1.0,<50k,28.25
5281,95018,1,79617.92,1.0,75k-100k,15.33
5282,77422,1,65421.28,2.0,50k-75k,37.0
5283,97436,1,52902.63,2.0,50k-75k,37.0
5284,12821,1,48342.86,2.0,<50k,28.25
5285,68106,1,52791.57,2.0,50k-75k,37.0
5286,46808,1,34217.7,1.0,<50k,28.25
5287,30360,1,57848.73,2.0,50k-75k,37.0
5288,77469,1,70137.26,2.0,50k-75k,37.0
5289,17401,1,24512.22,2.0,<50k,28.25
5290,85937,1,48192.06,1.0,<50k,28.25
5291,64505,1,55639.17,6.0,50k-75k,37.0
5292,04655,1,35547.5,1.0,<50k,28.25
5293,01604,1,46843.07,4.0,<50k,28.25
5294,49931,1,54660.07,1.0,50k-75k,37.0
5295,59739,1,36928.57,8.0,<50k,28.25
5296,46173,1,46480.43,2.0,<50k,28.25
5297,07458,1,393009.04,3.0,175k+,5.88
5298,02540,1,97047.74,2.0,75k-100k,15.33
5299,07932,1,225888.01,2.0,175k+,5.88
5300,06423,1,100000.4,1.0,100k-125k,7.38
5301,75082,1,110969.72,2.0,100k-125k,7.38
5302,98467,1,70825.21,1.0,50k-75k,37.0
5303,53559,1,57977.3,1.0,50k-75k,37.0
5304,32080,1,90053.62,1.0,75k-100k,15.33
5305,33596,1,78371.93,2.0,75k-100k,15.33
5306,32435,1,42942.41,5.0,<50k,28.25
5307,17109,1,44788.8,8.0,<50k,28.25
5308,77640,1,39773.96,1.0,<50k,28.25
5309,73115,1,37821.35,1.0,<50k,28.25
5310,29927,1,39571.75,1.0,<50k,28.25
5311,84017,1,74452.44,2.0,50k-75k,37.0
5312,60657,1,120995.34,1.0,100k-125k,7.38
5313,80510,1,60590.91,2.0,50k-75k,37.0
5314,37216,1,47143.12,1.0,<50k,28.25
5315,06076,1,61174.63,4.0,50k-75k,37.0
5316,06831,1,626193.72,2.0,175k+,5.88
5317,46311,1,78582.35,3.0,75k-100k,15.33
5318,67114,1,50022.23,1.0,50k-75k,37.0
5319,26062,1,49646.95,7.0,<50k,28.25
5320,14881,1,44766.67,2.0,<50k,28.25
5321,39216,1,98949.04,2.0,75k-100k,15.33
5322,10506,1,395846.04,2.0,175k+,5.88
5323,97823,1,50553.49,2.0,50k-75k,37.0
5324,11971,1,91480.97,2.0,75k-100k,15.33
5325,62901,1,42260.54,1.0,<50k,28.25
5326,90732,1,86791.46,4.0,75k-100k,15.33
5327,60171,1,41712.16,10.0,<50k,28.25
5328,75229,1,171763.1,2.0,150k-175k,1.78
5329,55432,1,51939.34,4.0,50k-75k,37.0
5330,32904,1,59000.76,2.0,50k-75k,37.0
5331,02458,1,186904.97,2.0,175k+,5.88
5332,46278,1,119882.31,2.0,100k-125k,7.38
5333,45255,1,97607.37,2.0,75k-100k,15.33
5334,04260,1,61310.0,1.0,50k-75k,37.0
5335,55108,1,73643.96,2.0,50k-75k,37.0
5336,41501,1,55032.67,1.0,50k-75k,37.0
5337,44224,1,66015.34,4.0,50k-75k,37.0
5338,23301,1,41656.47,5.0,<50k,28.25
5339,98251,1,49401.42,2.0,<50k,28.25
5340,37753,1,34948.15,2.0,<50k,28.25
5341,11706,1,55708.19,2.0,50k-75k,37.0
5342,14615,1,36866.79,4.0,<50k,28.25
5343,36604,1,51749.75,2.0,50k-75k,37.0
5344,93924,1,134692.99,2.0,125k-150k,3.78
5345,97148,1,70392.21,1.0,50k-75k,37.0
5346,03781,1,88337.08,1.0,75k-100k,15.33
5347,77003,1,63461.6,2.0,50k-75k,37.0
5348,53228,1,59420.25,1.0,50k-75k,37.0
5349,01610,1,29521.6,2.0,<50k,28.25
5350,39503,1,47855.31,1.0,<50k,28.25
5351,32177,1,39190.12,2.0,<50k,28.25
5352,46342,1,50939.81,2.0,50k-75k,37.0
5353,22844,1,52388.38,3.0,50k-75k,37.0
5354,34714,1,39279.24,2.0,<50k,28.25
5355,76034,1,226648.23,2.0,175k+,5.88
5356,23336,1,52963.98,1.0,50k-75k,37.0
5357,76137,1,55395.78,3.0,50k-75k,37.0
5358,67214,1,25675.47,2.0,<50k,28.25
5359,07470,1,111961.06,2.0,100k-125k,7.38
5360,11729,1,62336.01,12.0,50k-75k,37.0
5361,06484,1,81381.01,2.0,75k-100k,15.33
5362,77065,1,59072.65,2.0,50k-75k,37.0
5363,49635,1,59717.49,2.0,50k-75k,37.0
5364,33610,1,29619.16,1.0,<50k,28.25
5365,84108,1,143394.19,2.0,125k-150k,3.78
5366,78725,1,42383.16,6.0,<50k,28.25
5367,02909,1,30035.82,2.0,<50k,28.25
5368,33834,1,35398.99,1.0,<50k,28.25
5369,28746,1,62630.56,2.0,50k-75k,37.0
5370,54423,1,63940.0,1.0,50k-75k,37.0
5371,02813,1,71255.56,2.0,50k-75k,37.0
5372,87301,1,45127.02,4.0,<50k,28.25
5373,63010,1,52955.84,2.0,50k-75k,37.0
5374,07960,1,156586.25,2.0,150k-175k,1.78
5375,10580,1,579776.18,1.0,175k+,5.88
5376,23430,1,71684.56,4.0,50k-75k,37.0
5377,84123,1,47806.31,1.0,<50k,28.25
5378,23093,1,52890.3,2.0,50k-75k,37.0
5379,11797,1,266937.91,2.0,175k+,5.88
5380,60417,1,69090.95,2.0,50k-75k,37.0
5381,99518,1,67020.63,2.0,50k-75k,37.0
5382,49048,1,41135.72,6.0,<50k,28.25
5383,40403,1,46186.8,1.0,<50k,28.25
5384,84720,1,48405.84,2.0,<50k,28.25
5385,99320,1,58502.48,5.0,50k-75k,37.0
5386,66112,1,39374.39,1.0,<50k,28.25
5387,72114,1,25962.41,2.0,<50k,28.25
5388,04261,1,65800.0,3.0,50k-75k,37.0
5389,07043,1,244738.96,2.0,175k+,5.88
5390,98445,1,49997.98,2.0,<50k,28.25
5391,60044,1,198368.47,2.0,175k+,5.88
5392,98294,1,54593.61,2.0,50k-75k,37.0
5393,85250,1,86562.38,4.0,75k-100k,15.33
5394,18512,1,49336.91,1.0,<50k,28.25
5395,17554,1,55800.77,2.0,50k-75k,37.0
5396,05830,1,40557.14,1.0,<50k,28.25
5397,53933,1,55905.8,1.0,50k-75k,37.0
5398,46580,1,57656.15,2.0,50k-75k,37.0
5399,52001,1,47968.75,3.0,<50k,28.25
5400,33142,1,23357.2,1.0,<50k,28.25
5401,72019,1,68190.68,4.0,50k-75k,37.0
5402,47943,1,47295.56,3.0,<50k,28.25
5403,27239,1,46932.27,1.0,<50k,28.25
5404,33426,1,47731.46,1.0,<50k,28.25
5405,46804,1,74615.61,1.0,50k-75k,37.0
5406,29728,1,35193.07,1.0,<50k,28.25
5407,68731,1,51271.07,2.0,50k-75k,37.0
5408,04841,1,41921.2,1.0,<50k,28.25
5409,32446,1,50348.61,1.0,50k-75k,37.0
5410,06606,1,40843.18,2.0,<50k,28.25
5411,32547,1,48498.06,1.0,<50k,28.25
5412,44654,1,55594.64,2.0,50k-75k,37.0
5413,33415,1,30408.69,2.0,<50k,28.25
5414,97845,1,51589.81,1.0,50k-75k,37.0
5415,55127,1,155890.3,1.0,150k-175k,1.78
5416,61462,1,47479.38,1.0,<50k,28.25
5417,04055,1,47620.42,1.0,<50k,28.25
5418,81432,1,79981.38,2.0,75k-100k,15.33
5419,30046,1,38275.17,1.0,<50k,28.25
5420,93215,1,36043.54,4.0,<50k,28.25
5421,28721,1,47070.31,1.0,<50k,28.25
5422,05404,1,42694.96,1.0,<50k,28.25
5423,37412,1,39384.83,3.0,<50k,28.25
5424,40504,1,39911.36,2.0,<50k,28.25
5425,22657,1,51669.61,6.0,50k-75k,37.0
5426,98466,1,67423.29,6.0,50k-75k,37.0
5427,77488,1,47045.77,2.0,<50k,28.25
5428,68102,1,75327.35,4.0,75k-100k,15.33
5429,54220,1,53748.69,1.0,50k-75k,37.0
5430,75115,1,49775.75,3.0,<50k,28.25
5431,37748,1,46085.23,3.0,<50k,28.25
5432,10589,1,130157.92,2.0,125k-150k,3.78
5433,54301,1,72292.56,2.0,50k-75k,37.0
5434,91206,1,75396.14,2.0,75k-100k,15.33
5435,11221,1,37201.92,2.0,<50k,28.25
5436,47932,1,51441.11,2.0,50k-75k,37.0
5437,80498,1,85528.83,8.0,75k-100k,15.33
5438,28210,1,113731.31,2.0,100k-125k,7.38
5439,11702,1,104032.34,2.0,100k-125k,7.38
5440,97351,1,44856.82,2.0,<50k,28.25
5441,44281,1,70469.55,2.0,50k-75k,37.0
5442,95691,1,64773.4,2.0,50k-75k,37.0
5443,95821,1,53651.07,2.0,50k-75k,37.0
5444,68003,1,73751.56,4.0,50k-75k,37.0
5445,28278,1,86960.27,2.0,75k-100k,15.33
5446,77035,1,49920.56,2.0,<50k,28.25
5447,07205,1,50271.86,3.0,50k-75k,37.0
5448,67042,1,50516.1,1.0,50k-75k,37.0
5449,93625,1,50280.66,1.0,50k-75k,37.0
5450,27260,1,26887.46,1.0,<50k,28.25
5451,22851,1,40012.65,1.0,<50k,28.25
5452,55306,1,70044.67,2.0,50k-75k,37.0
5453,45429,1,77054.56,2.0,75k-100k,15.33
5454,97229,1,137223.58,2.0,125k-150k,3.78
5455,28092,1,44557.99,1.0,<50k,28.25
5456,84631,1,49145.0,3.0,<50k,28.25
5457,80914,1,28220.0,1.0,<50k,28.25
5458,30019,1,71895.92,2.0,50k-75k,37.0
5459,74115,1,30784.78,2.0,<50k,28.25
5460,92021,1,49883.72,1.0,<50k,28.25
5461,66218,1,102346.87,6.0,100k-125k,7.38
5462,13753,1,55195.74,2.0,50k-75k,37.0
5463,85296,1,76303.85,2.0,75k-100k,15.33
5464,66105,1,26527.0,2.0,<50k,28.25
5465,24151,1,45355.34,1.0,<50k,28.25
5466,10314,1,71058.38,1.0,50k-75k,37.0
5467,10002,1,53304.98,2.0,50k-75k,37.0
5468,11958,1,82361.7,2.0,75k-100k,15.33
5469,25526,1,68745.88,4.0,50k-75k,37.0
5470,44146,1,40656.83,1.0,<50k,28.25
5471,78336,1,48589.63,2.0,<50k,28.25
5472,73013,1,121071.99,2.0,100k-125k,7.38
5473,77074,1,35236.5,4.0,<50k,28.25
5474,74501,1,51325.32,1.0,50k-75k,37.0
5475,21777,1,95877.11,2.0,75k-100k,15.33
5476,85501,1,47241.9,3.0,<50k,28.25
5477,33957,1,299589.73,2.0,175k+,5.88
5478,55433,1,52739.42,1.0,50k-75k,37.0
5479,75051,1,32699.77,1.0,<50k,28.25
5480,17086,1,45990.09,1.0,<50k,28.25
5481,33760,1,44510.1,2.0,<50k,28.25
5482,53223,1,46133.16,3.0,<50k,28.25
5483,97801,1,52156.74,8.0,50k-75k,37.0
5484,60115,1,50387.15,2.0,50k-75k,37.0
5485,08102,1,25856.72,2.0,<50k,28.25
5486,78934,1,65878.55,6.0,50k-75k,37.0
5487,37367,1,38997.71,2.0,<50k,28.25
5488,02860,1,37071.34,2.0,<50k,28.25
5489,96088,1,50482.07,2.0,50k-75k,37.0
5490,20886,1,56342.27,2.0,50k-75k,37.0
5491,55731,1,50401.08,1.0,50k-75k,37.0
5492,98616,1,64836.36,1.0,50k-75k,37.0
5493,04096,1,114228.6,1.0,100k-125k,7.38
5494,30331,1,42560.18,2.0,<50k,28.25
5495,01201,1,52020.64,2.0,50k-75k,37.0
5496,12720,1,111745.45,2.0,100k-125k,7.38
5497,60056,1,69415.46,4.0,50k-75k,37.0
5498,60005,1,93420.63,6.0,75k-100k,15.33
5499,05743,1,44266.83,2.0,<50k,28.25
5500,10573,1,93603.95,1.0,75k-100k,15.33
5501,73096,1,61110.18,6.0,50k-75k,37.0
5502,28112,1,46250.79,2.0,<50k,28.25
5503,53572,1,77706.1,1.0,75k-100k,15.33
5504,53551,1,66453.49,2.0,50k-75k,37.0
5505,54603,1,49244.23,2.0,<50k,28.25
5506,68131,1,43642.44,1.0,<50k,28.25
5507,87557,1,37834.48,2.0,<50k,28.25
5508,07849,1,84872.89,2.0,75k-100k,15.33
5509,11779,1,67469.79,3.0,50k-75k,37.0
5510,91351,1,55493.14,4.0,50k-75k,37.0
5511,60647,1,67128.16,1.0,50k-75k,37.0
5512,22580,1,50421.88,1.0,50k-75k,37.0
5513,07073,1,66766.93,1.0,50k-75k,37.0
5514,06470,1,128164.15,2.0,125k-150k,3.78
5515,17055,1,77894.79,2.0,75k-100k,15.33
5516,63119,1,96675.97,2.0,75k-100k,15.33
5517,91107,1,107371.45,4.0,100k-125k,7.38
5518,15216,1,58761.33,1.0,50k-75k,37.0
5519,97836,1,55856.47,2.0,50k-75k,37.0
5520,10034,1,41925.54,2.0,<50k,28.25
5521,44056,1,70305.12,6.0,50k-75k,37.0
5522,63028,1,54889.36,2.0,50k-75k,37.0
5523,92363,1,41315.73,4.0,<50k,28.25
5524,97341,1,56134.75,1.0,50k-75k,37.0
5525,98019,1,103285.17,2.0,100k-125k,7.38
5526,24134,1,48457.32,2.0,<50k,28.25
5527,85006,1,34126.66,2.0,<50k,28.25
5528,55964,1,54058.33,1.0,50k-75k,37.0
5529,40330,1,47360.82,2.0,<50k,28.25
5530,19477,1,209256.25,2.0,175k+,5.88
5531,11733,1,309986.51,2.0,175k+,5.88
5532,50273,1,66921.08,2.0,50k-75k,37.0
5533,13905,1,48216.27,8.0,<50k,28.25
5534,39466,1,44463.54,1.0,<50k,28.25
5535,76354,1,49329.03,1.0,<50k,28.25
5536,98117,1,110053.07,1.0,100k-125k,7.38
5537,84655,1,52002.24,3.0,50k-75k,37.0
5538,92706,1,51800.19,2.0,50k-75k,37.0
5539,03264,1,55222.18,1.0,50k-75k,37.0
5540,30248,1,55746.08,4.0,50k-75k,37.0
5541,39567,1,56761.35,1.0,50k-75k,37.0
5542,81052,1,44233.98,2.0,<50k,28.25
5543,08830,1,74511.46,4.0,50k-75k,37.0
5544,54720,1,58516.4,1.0,50k-75k,37.0
5545,77479,1,156220.96,4.0,150k-175k,1.78
5546,19520,1,118582.09,3.0,100k-125k,7.38
5547,78416,1,28887.87,2.0,<50k,28.25
5548,15644,1,50130.64,2.0,50k-75k,37.0
5549,85257,1,51702.27,2.0,50k-75k,37.0
5550,16066,1,98449.47,6.0,75k-100k,15.33
5551,32526,1,48964.48,1.0,<50k,28.25
5552,80224,1,68715.53,1.0,50k-75k,37.0
5553,20832,1,103134.47,5.0,100k-125k,7.38
5554,32401,1,41615.58,1.0,<50k,28.25
5555,95694,1,67649.22,1.0,50k-75k,37.0
5556,04268,1,45025.0,2.0,<50k,28.25
5557,03766,1,68817.79,1.0,50k-75k,37.0
5558,49002,1,61319.13,2.0,50k-75k,37.0
5559,07071,1,66209.06,2.0,50k-75k,37.0
5560,46725,1,53209.29,1.0,50k-75k,37.0
5561,98856,1,47733.06,1.0,<50k,28.25
5562,47546,1,75030.0,2.0,75k-100k,15.33
5563,93022,1,75433.44,4.0,75k-100k,15.33
5564,39042,1,61460.18,1.0,50k-75k,37.0
5565,06063,1,79479.75,2.0,75k-100k,15.33
5566,96731,1,46404.48,2.0,<50k,28.25
5567,80227,1,67283.82,1.0,50k-75k,37.0
5568,55350,1,57622.14,1.0,50k-75k,37.0
5569,93630,1,45447.61,1.0,<50k,28.25
5570,30120,1,54199.36,4.0,50k-75k,37.0
5571,60189,1,118413.52,2.0,100k-125k,7.38
5572,12189,1,52308.95,2.0,50k-75k,37.0
5573,61061,1,58746.97,2.0,50k-75k,37.0
5574,37055,1,45491.01,1.0,<50k,28.25
5575,28372,1,35648.84,2.0,<50k,28.25
5576,34773,1,53975.0,4.0,50k-75k,37.0
5577,22932,1,94541.47,2.0,75k-100k,15.33
5578,40503,1,59287.48,2.0,50k-75k,37.0
5579,12084,1,77343.27,2.0,75k-100k,15.33
5580,38506,1,53382.06,1.0,50k-75k,37.0
5581,33544,1,70857.93,1.0,50k-75k,37.0
5582,95485,1,40984.47,2.0,<50k,28.25
5583,55437,1,81972.93,1.0,75k-100k,15.33
5584,45424,1,49795.98,2.0,<50k,28.25
5585,92059,1,99972.41,2.0,75k-100k,15.33
5586,64129,1,33354.46,10.0,<50k,28.25
5587,12043,1,51018.94,2.0,50k-75k,37.0
5588,60712,1,126504.87,2.0,125k-150k,3.78
5589,37604,1,55355.0,1.0,50k-75k,37.0
5590,75709,1,61936.68,4.0,50k-75k,37.0
5591,30045,1,51491.65,1.0,50k-75k,37.0
5592,15601,1,66006.07,1.0,50k-75k,37.0
5593,93631,1,71754.6,1.0,50k-75k,37.0
5594,82601,1,65047.37,2.0,50k-75k,37.0
5595,35501,1,41689.54,2.0,<50k,28.25
5596,04401,1,53326.84,2.0,50k-75k,37.0
5597,52057,1,56157.78,1.0,50k-75k,37.0
5598,14040,1,55574.77,1.0,50k-75k,37.0
5599,48116,1,90480.06,2.0,75k-100k,15.33
5600,32210,1,50636.9,1.0,50k-75k,37.0
5601,18914,1,97892.02,2.0,75k-100k,15.33
5602,95468,1,40552.46,1.0,<50k,28.25
5603,85541,1,52418.98,1.0,50k-75k,37.0
5604,84604,1,68442.6,1.0,50k-75k,37.0
5605,60631,1,81101.7,1.0,75k-100k,15.33
5606,01938,1,97682.09,2.0,75k-100k,15.33
5607,77554,1,106967.01,1.0,100k-125k,7.38
5608,76148,1,47221.25,3.0,<50k,28.25
5609,95542,1,50708.42,1.0,50k-75k,37.0
5610,70118,1,96235.23,1.0,75k-100k,15.33
5611,18976,1,88170.34,2.0,75k-100k,15.33
5612,43560,1,87959.28,2.0,75k-100k,15.33
5613,78941,1,62762.32,8.0,50k-75k,37.0
5614,80203,1,60251.95,4.0,50k-75k,37.0
5615,50707,1,41465.26,1.0,<50k,28.25
5616,13788,1,47430.95,2.0,<50k,28.25
5617,45419,1,93598.78,1.0,75k-100k,15.33
5618,18337,1,64552.65,2.0,50k-75k,37.0
5619,76574,1,48564.35,8.0,<50k,28.25
5620,92173,1,29835.38,4.0,<50k,28.25
5621,77401,1,316460.85,2.0,175k+,5.88
5622,89048,1,45686.89,2.0,<50k,28.25
5623,98310,1,49736.72,1.0,<50k,28.25
5624,02188,1,67806.13,2.0,50k-75k,37.0
5625,32168,1,59367.16,1.0,50k-75k,37.0
5626,94605,1,64089.09,4.0,50k-75k,37.0
5627,35210,1,57996.44,2.0,50k-75k,37.0
5628,98042,1,78393.5,1.0,75k-100k,15.33
5629,53080,1,58718.15,1.0,50k-75k,37.0
5630,52003,1,91104.88,1.0,75k-100k,15.33
5631,31032,1,56835.28,1.0,50k-75k,37.0
5632,34202,1,147874.84,2.0,125k-150k,3.78
5633,26501,1,57322.6,1.0,50k-75k,37.0
5634,48879,1,57779.49,4.0,50k-75k,37.0
5635,10514,1,424581.95,3.0,175k+,5.88
5636,90010,1,227211.3,2.0,175k+,5.88
5637,12525,1,75204.97,3.0,75k-100k,15.33
5638,54751,1,53454.64,2.0,50k-75k,37.0
5639,95551,1,54944.12,2.0,50k-75k,37.0
5640,68118,1,126032.29,1.0,125k-150k,3.78
5641,48329,1,62527.04,2.0,50k-75k,37.0
5642,97225,1,107292.77,4.0,100k-125k,7.38
5643,95033,1,189307.29,4.0,175k+,5.88
5644,14063,1,56140.71,2.0,50k-75k,37.0
5645,33647,1,91909.92,1.0,75k-100k,15.33
5646,45103,1,56228.99,1.0,50k-75k,37.0
5647,98023,1,64101.35,4.0,50k-75k,37.0
5648,39120,1,44665.61,1.0,<50k,28.25
