,Zip Code,Number of Stations,Average AGI,Number of Connectors,AGI Range,Percentage of Total Zips
3003,60045,2,464715.42,4.0,175k+,5.88
3004,11235,2,57605.91,3.0,50k-75k,37.0
3005,92311,2,41119.56,14.0,<50k,28.25
3006,90033,2,28367.29,36.0,<50k,28.25
3007,85248,2,101583.33,5.0,100k-125k,7.38
3008,53597,2,108100.22,3.0,100k-125k,7.38
3009,48034,2,55442.36,2.0,50k-75k,37.0
3010,49001,2,35963.44,4.0,<50k,28.25
3011,67456,2,55416.51,2.0,50k-75k,37.0
3012,75001,2,97584.7,4.0,75k-100k,15.33
3013,98271,2,56139.02,7.0,50k-75k,37.0
3014,98272,2,69557.78,14.0,50k-75k,37.0
3015,33073,2,58865.56,7.0,50k-75k,37.0
3016,95562,2,37583.33,6.0,<50k,28.25
3017,61602,2,118221.95,4.0,100k-125k,7.38
3018,80222,2,64819.69,6.0,50k-75k,37.0
3019,27401,2,37022.04,3.0,<50k,28.25
3020,77591,2,41921.8,5.0,<50k,28.25
3021,91789,2,95800.83,8.0,75k-100k,15.33
3022,85395,2,85297.38,3.0,75k-100k,15.33
3023,91786,2,50250.25,5.0,50k-75k,37.0
3024,75070,2,102284.23,5.0,100k-125k,7.38
3025,02145,2,53750.51,4.0,50k-75k,37.0
3026,95713,2,62375.49,6.0,50k-75k,37.0
3027,27356,2,38511.3,4.0,<50k,28.25
3028,12449,2,49802.99,5.0,<50k,28.25
3029,93041,2,45497.01,4.0,<50k,28.25
3030,48118,2,83458.81,4.0,75k-100k,15.33
3031,98372,2,69113.15,3.0,50k-75k,37.0
3032,97113,2,49544.7,3.0,<50k,28.25
3033,45373,2,63059.35,4.0,50k-75k,37.0
3034,75226,2,56774.59,3.0,50k-75k,37.0
3035,91504,2,75277.36,3.0,75k-100k,15.33
3036,23236,2,66270.47,5.0,50k-75k,37.0
3037,92078,2,85769.78,6.0,75k-100k,15.33
3038,30114,2,70534.85,10.0,50k-75k,37.0
3039,98144,2,89071.55,4.0,75k-100k,15.33
3040,46825,2,52345.92,5.0,50k-75k,37.0
3041,01778,2,303274.07,13.0,175k+,5.88
3042,01608,2,41844.79,4.0,<50k,28.25
3043,92277,2,42837.8,9.0,<50k,28.25
3044,10038,2,129520.07,4.0,125k-150k,3.78
3045,61611,2,59513.8,10.0,50k-75k,37.0
3046,07874,2,73652.94,2.0,50k-75k,37.0
3047,25301,2,63213.74,9.0,50k-75k,37.0
3048,45810,2,50596.5,2.0,50k-75k,37.0
3049,95945,2,54453.83,6.0,50k-75k,37.0
3050,11747,2,198179.96,6.0,175k+,5.88
3051,95437,2,47499.37,4.0,<50k,28.25
3052,28358,2,39617.26,5.0,<50k,28.25
3053,06238,2,76885.24,4.0,75k-100k,15.33
3054,13202,2,41239.66,17.0,<50k,28.25
3055,13346,2,76120.1,4.0,75k-100k,15.33
3056,99202,2,40843.53,4.0,<50k,28.25
3057,77339,2,89306.39,6.0,75k-100k,15.33
3058,90040,2,49825.94,6.0,<50k,28.25
3059,72211,2,75078.34,4.0,75k-100k,15.33
3060,44070,2,53680.87,2.0,50k-75k,37.0
3061,07003,2,62921.79,4.0,50k-75k,37.0
3062,38804,2,58709.38,10.0,50k-75k,37.0
3063,46637,2,52210.25,4.0,50k-75k,37.0
3064,53151,2,79198.27,2.0,75k-100k,15.33
3065,63368,2,79394.11,6.0,75k-100k,15.33
3066,07901,2,300989.68,4.0,175k+,5.88
3067,19312,2,244790.53,4.0,175k+,5.88
3068,30214,2,63805.61,6.0,50k-75k,37.0
3069,97404,2,53589.97,3.0,50k-75k,37.0
3070,85021,2,60712.63,4.0,50k-75k,37.0
3071,85310,2,84130.59,4.0,75k-100k,15.33
3072,28374,2,110784.21,4.0,100k-125k,7.38
3073,85737,2,89869.22,7.0,75k-100k,15.33
3074,32963,2,432500.0,5.0,175k+,5.88
3075,04412,2,57692.36,9.0,50k-75k,37.0
3076,11703,2,65632.12,4.0,50k-75k,37.0
3077,30324,2,93139.15,6.0,75k-100k,15.33
3078,23805,2,46296.48,6.0,<50k,28.25
3079,08401,2,28527.35,10.0,<50k,28.25
3080,46563,2,49302.98,4.0,<50k,28.25
3081,75240,2,66815.01,3.0,50k-75k,37.0
3082,60640,2,66654.3,3.0,50k-75k,37.0
3083,95684,2,59702.48,2.0,50k-75k,37.0
3084,95442,2,126802.55,2.0,125k-150k,3.78
3085,34684,2,63464.5,4.0,50k-75k,37.0
3086,37205,2,233754.15,3.0,175k+,5.88
3087,08619,2,68327.25,4.0,50k-75k,37.0
3088,32117,2,33316.7,4.0,<50k,28.25
3089,76262,2,155559.96,5.0,150k-175k,1.78
3090,94531,2,64944.62,6.0,50k-75k,37.0
3091,02026,2,109278.29,10.0,100k-125k,7.38
3092,01886,2,131561.4,4.0,125k-150k,3.78
3093,91701,2,71574.36,2.0,50k-75k,37.0
3094,19106,2,176350.8,2.0,175k+,5.88
3095,94587,2,76632.63,15.0,75k-100k,15.33
3096,15203,2,61018.46,3.0,50k-75k,37.0
3097,32055,2,42323.54,7.0,<50k,28.25
3098,60123,2,48692.49,4.0,<50k,28.25
3099,10562,2,82880.79,4.0,75k-100k,15.33
3100,98233,2,53851.95,10.0,50k-75k,37.0
3101,92010,2,94733.29,4.0,75k-100k,15.33
3102,24073,2,53778.86,4.0,50k-75k,37.0
3103,55720,2,53007.05,2.0,50k-75k,37.0
3104,88345,2,44184.12,4.0,<50k,28.25
3105,01810,2,180087.5,4.0,175k+,5.88
3106,33149,2,299311.65,2.0,175k+,5.88
3107,55317,2,128289.67,5.0,125k-150k,3.78
3108,95521,2,42789.48,3.0,<50k,28.25
3109,30017,2,68389.45,3.0,50k-75k,37.0
3110,06096,2,57585.26,3.0,50k-75k,37.0
3111,29063,2,67693.89,3.0,50k-75k,37.0
3112,60004,2,107857.35,4.0,100k-125k,7.38
3113,21541,2,59732.05,4.0,50k-75k,37.0
3114,07663,2,70652.29,3.0,50k-75k,37.0
3115,95133,2,69849.09,8.0,50k-75k,37.0
3116,02482,2,347153.5,3.0,175k+,5.88
3117,60046,2,84087.0,2.0,75k-100k,15.33
3118,55369,2,74954.05,5.0,50k-75k,37.0
3119,38901,2,43658.39,9.0,<50k,28.25
3120,19382,2,123172.02,3.0,100k-125k,7.38
3121,43017,2,127821.4,4.0,125k-150k,3.78
3122,90680,2,40890.9,6.0,<50k,28.25
3123,02072,2,65531.32,4.0,50k-75k,37.0
3124,46033,2,144942.37,3.0,125k-150k,3.78
3125,28504,2,48787.8,2.0,<50k,28.25
3126,77032,2,54742.48,10.0,50k-75k,37.0
3127,92543,2,32245.95,4.0,<50k,28.25
3128,63105,2,365004.99,3.0,175k+,5.88
3129,81526,2,58431.4,2.0,50k-75k,37.0
3130,07724,2,77783.98,4.0,75k-100k,15.33
3131,30294,2,40758.52,3.0,<50k,28.25
3132,50702,2,41884.67,6.0,<50k,28.25
3133,91324,2,67005.57,8.0,50k-75k,37.0
3134,91740,2,60275.16,9.0,50k-75k,37.0
3135,93727,2,44628.23,16.0,<50k,28.25
3136,99338,2,96776.45,4.0,75k-100k,15.33
3137,95973,2,66698.52,4.0,50k-75k,37.0
3138,55417,2,73333.6,3.0,50k-75k,37.0
3139,12159,2,136282.88,2.0,125k-150k,3.78
3140,10069,2,520514.84,4.0,175k+,5.88
3141,02563,2,76943.19,2.0,75k-100k,15.33
3142,28571,2,77102.33,2.0,75k-100k,15.33
3143,81505,2,73612.65,7.0,50k-75k,37.0
3144,43068,2,47369.19,3.0,<50k,28.25
3145,06512,2,58917.14,3.0,50k-75k,37.0
3146,63026,2,69428.43,3.0,50k-75k,37.0
3147,48906,2,41307.67,8.0,<50k,28.25
3148,37148,2,46333.11,2.0,<50k,28.25
3149,21638,2,89924.07,5.0,75k-100k,15.33
3150,95135,2,152812.67,5.0,150k-175k,1.78
3151,18902,2,151182.71,3.0,150k-175k,1.78
3152,06762,2,120504.9,3.0,100k-125k,7.38
3153,50613,2,75164.32,2.0,75k-100k,15.33
3154,97465,2,39638.27,4.0,<50k,28.25
3155,51531,2,57522.86,6.0,50k-75k,37.0
3156,30121,2,47218.59,6.0,<50k,28.25
3157,44054,2,53642.83,4.0,50k-75k,37.0
3158,32118,2,70581.53,2.0,50k-75k,37.0
3159,84107,2,50377.29,5.0,50k-75k,37.0
3160,97459,2,52779.87,2.0,50k-75k,37.0
3161,78727,2,72736.51,8.0,50k-75k,37.0
3162,06776,2,76076.53,3.0,75k-100k,15.33
3163,30038,2,39313.78,6.0,<50k,28.25
3164,44035,2,41437.49,6.0,<50k,28.25
3165,78209,2,173846.7,5.0,150k-175k,1.78
3166,03446,2,58295.05,2.0,50k-75k,37.0
3167,21046,2,94575.16,4.0,75k-100k,15.33
3168,63005,2,233860.25,3.0,175k+,5.88
3169,84041,2,53738.58,2.0,50k-75k,37.0
3170,78363,2,46069.39,9.0,<50k,28.25
3171,19147,2,89204.39,4.0,75k-100k,15.33
3172,07304,2,41185.85,3.0,<50k,28.25
3173,55105,2,114000.38,4.0,100k-125k,7.38
3174,77094,2,173179.1,7.0,150k-175k,1.78
3175,94044,2,97600.79,8.0,75k-100k,15.33
3176,60626,2,44509.47,4.0,<50k,28.25
3177,34134,2,285280.45,4.0,175k+,5.88
3178,39211,2,89591.67,2.0,75k-100k,15.33
3179,33409,2,41654.05,5.0,<50k,28.25
3180,85283,2,53706.47,4.0,50k-75k,37.0
3181,65803,2,38638.29,12.0,<50k,28.25
3182,92694,2,170329.94,8.0,150k-175k,1.78
3183,14094,2,52407.82,3.0,50k-75k,37.0
3184,14127,2,104942.07,3.0,100k-125k,7.38
3185,91745,2,63784.7,7.0,50k-75k,37.0
3186,70737,2,68649.4,5.0,50k-75k,37.0
3187,37917,2,35215.68,4.0,<50k,28.25
3188,28468,1,65154.95,1.0,50k-75k,37.0
3189,15437,1,48674.81,4.0,<50k,28.25
3190,93610,1,53323.93,4.0,50k-75k,37.0
3191,89102,1,41523.18,4.0,<50k,28.25
3192,85048,1,104661.49,3.0,100k-125k,7.38
3193,27549,1,43987.73,2.0,<50k,28.25
3194,56003,1,65202.12,1.0,50k-75k,37.0
3195,29020,1,51490.52,2.0,50k-75k,37.0
3196,68134,1,45583.78,1.0,<50k,28.25
3197,34286,1,45931.73,2.0,<50k,28.25
3198,02476,1,128238.29,2.0,125k-150k,3.78
3199,19403,1,83704.37,2.0,75k-100k,15.33
3200,53090,1,58925.88,1.0,50k-75k,37.0
3201,90044,1,27577.65,2.0,<50k,28.25
3202,45014,1,51337.89,2.0,50k-75k,37.0
3203,85044,1,78155.97,2.0,75k-100k,15.33
3204,89129,1,62961.39,2.0,50k-75k,37.0
3205,15317,1,101469.83,2.0,100k-125k,7.38
3206,28328,1,40782.63,1.0,<50k,28.25
3207,77059,1,149032.46,4.0,125k-150k,3.78
3208,84713,1,48800.0,4.0,<50k,28.25
3209,30165,1,50798.65,2.0,50k-75k,37.0
3210,23601,1,51179.47,1.0,50k-75k,37.0
3211,11946,1,70900.39,2.0,50k-75k,37.0
3212,35223,1,336361.73,4.0,175k+,5.88
3213,30566,1,45859.66,2.0,<50k,28.25
3214,43617,1,90754.09,4.0,75k-100k,15.33
3215,41001,1,63814.95,2.0,50k-75k,37.0
3216,12548,1,58560.0,5.0,50k-75k,37.0
3217,50071,1,51807.32,8.0,50k-75k,37.0
3218,54153,1,46117.01,1.0,<50k,28.25
3219,03874,1,60284.45,8.0,50k-75k,37.0
3220,85303,1,37356.98,2.0,<50k,28.25
3221,75182,1,135780.51,2.0,125k-150k,3.78
3222,21220,1,51493.62,2.0,50k-75k,37.0
3223,07512,1,79192.88,1.0,75k-100k,15.33
3224,24120,1,43585.33,1.0,<50k,28.25
3225,07927,1,110445.75,2.0,100k-125k,7.38
3226,19124,1,29304.8,1.0,<50k,28.25
3227,03253,1,76937.61,1.0,75k-100k,15.33
3228,04210,1,49594.7,3.0,<50k,28.25
3229,06483,1,66893.9,2.0,50k-75k,37.0
3230,78028,1,61384.54,2.0,50k-75k,37.0
3231,92119,1,75401.87,1.0,75k-100k,15.33
3232,63101,1,95927.0,2.0,75k-100k,15.33
3233,76849,1,51572.89,8.0,50k-75k,37.0
3234,85364,1,45279.6,8.0,<50k,28.25
3235,33334,1,49990.64,2.0,<50k,28.25
3236,32404,1,44821.5,2.0,<50k,28.25
3237,92595,1,54466.0,1.0,50k-75k,37.0
3238,10505,1,117003.33,2.0,100k-125k,7.38
3239,13057,1,54138.6,2.0,50k-75k,37.0
3240,20011,1,56384.63,2.0,50k-75k,37.0
3241,23824,1,42237.83,2.0,<50k,28.25
3242,03242,1,69629.33,1.0,50k-75k,37.0
3243,60431,1,66108.2,2.0,50k-75k,37.0
3244,39540,1,45351.25,2.0,<50k,28.25
3245,98331,1,46976.15,2.0,<50k,28.25
3246,49085,1,87575.94,8.0,75k-100k,15.33
3247,02347,1,79857.4,2.0,75k-100k,15.33
3248,72118,1,39633.27,1.0,<50k,28.25
3249,02474,1,105646.37,2.0,100k-125k,7.38
3250,05091,1,84439.23,2.0,75k-100k,15.33
3251,98846,1,47151.85,5.0,<50k,28.25
3252,07203,1,45386.68,2.0,<50k,28.25
3253,95124,1,131409.22,4.0,125k-150k,3.78
3254,10538,1,394158.68,2.0,175k+,5.88
3255,78664,1,57323.08,6.0,50k-75k,37.0
3256,32708,1,69518.81,1.0,50k-75k,37.0
3257,80007,1,152416.53,2.0,150k-175k,1.78
3258,33980,1,51555.58,3.0,50k-75k,37.0
3259,10307,1,93154.35,2.0,75k-100k,15.33
3260,64739,1,50776.74,4.0,50k-75k,37.0
3261,15904,1,59472.06,2.0,50k-75k,37.0
3262,02066,1,130154.73,2.0,125k-150k,3.78
3263,55719,1,47496.58,1.0,<50k,28.25
3264,45229,1,43227.79,1.0,<50k,28.25
3265,71202,1,23911.82,2.0,<50k,28.25
3266,95423,1,38321.37,2.0,<50k,28.25
3267,04578,1,49093.67,1.0,<50k,28.25
3268,97415,1,51916.54,2.0,50k-75k,37.0
3269,50009,1,67535.11,2.0,50k-75k,37.0
3270,17522,1,54310.32,2.0,50k-75k,37.0
3271,34785,1,47969.92,2.0,<50k,28.25
3272,17070,1,59045.74,2.0,50k-75k,37.0
3273,27966,1,44475.93,2.0,<50k,28.25
3274,96001,1,62099.78,1.0,50k-75k,37.0
3275,98148,1,51730.34,2.0,50k-75k,37.0
3276,14605,1,22514.29,2.0,<50k,28.25
3277,77004,1,73737.88,1.0,50k-75k,37.0
3278,21030,1,106062.82,2.0,100k-125k,7.38
3279,32459,1,137527.65,2.0,125k-150k,3.78
3280,97487,1,53206.51,2.0,50k-75k,37.0
3281,64050,1,35916.46,2.0,<50k,28.25
3282,03820,1,64680.99,2.0,50k-75k,37.0
3283,06026,1,88177.41,1.0,75k-100k,15.33
3284,37876,1,41280.01,2.0,<50k,28.25
3285,77656,1,52662.29,1.0,50k-75k,37.0
3286,83864,1,58043.88,2.0,50k-75k,37.0
3287,77578,1,92008.72,2.0,75k-100k,15.33
3288,72117,1,33064.84,1.0,<50k,28.25
3289,33150,1,26927.42,2.0,<50k,28.25
3290,33931,1,113382.39,1.0,100k-125k,7.38
3291,06890,1,342311.06,2.0,175k+,5.88
3292,48170,1,103938.6,2.0,100k-125k,7.38
3293,44120,1,61559.0,1.0,50k-75k,37.0
3294,82009,1,82052.9,4.0,75k-100k,15.33
3295,62521,1,59035.06,2.0,50k-75k,37.0
3296,31909,1,51249.85,2.0,50k-75k,37.0
3297,84525,1,33617.78,4.0,<50k,28.25
3298,60465,1,53597.55,2.0,50k-75k,37.0
3299,60915,1,42203.5,1.0,<50k,28.25
3300,26104,1,52084.18,4.0,50k-75k,37.0
3301,04966,1,39239.39,1.0,<50k,28.25
3302,54313,1,85053.33,0.0,75k-100k,15.33
3303,12534,1,51302.85,2.0,50k-75k,37.0
3304,46237,1,55956.64,1.0,50k-75k,37.0
3305,63042,1,39840.15,2.0,<50k,28.25
3306,46303,1,57154.37,2.0,50k-75k,37.0
3307,37357,1,43414.78,2.0,<50k,28.25
3308,94576,1,74854.55,2.0,50k-75k,37.0
3309,60160,1,38643.95,2.0,<50k,28.25
3310,06066,1,61532.58,1.0,50k-75k,37.0
3311,98685,1,91440.38,3.0,75k-100k,15.33
3312,22303,1,73791.89,1.0,50k-75k,37.0
3313,55992,1,63372.38,0.0,50k-75k,37.0
3314,46319,1,49333.33,2.0,<50k,28.25
3315,29902,1,58240.57,1.0,50k-75k,37.0
3316,54935,1,51423.74,1.0,50k-75k,37.0
3317,60108,1,84320.34,2.0,75k-100k,15.33
3318,84648,1,55143.67,6.0,50k-75k,37.0
3319,37174,1,68868.83,4.0,50k-75k,37.0
3320,98682,1,57626.29,1.0,50k-75k,37.0
3321,29710,1,74999.73,1.0,50k-75k,37.0
3322,53538,1,56574.73,2.0,50k-75k,37.0
3323,55301,1,69092.67,2.0,50k-75k,37.0
3324,35055,1,51549.56,1.0,50k-75k,37.0
3325,02664,1,55367.49,1.0,50k-75k,37.0
3326,80220,1,105172.25,2.0,100k-125k,7.38
3327,45215,1,68237.88,1.0,50k-75k,37.0
3328,64779,1,42392.94,3.0,<50k,28.25
3329,43221,1,123382.38,1.0,100k-125k,7.38
3330,93249,1,31023.81,1.0,<50k,28.25
3331,67005,1,43836.73,1.0,<50k,28.25
3332,04574,1,41740.0,1.0,<50k,28.25
3333,03838,1,68311.69,2.0,50k-75k,37.0
3334,18445,1,52371.96,1.0,50k-75k,37.0
3335,92117,1,66098.61,4.0,50k-75k,37.0
3336,63801,1,52954.55,8.0,50k-75k,37.0
3337,94585,1,55273.4,3.0,50k-75k,37.0
3338,55376,1,84851.22,1.0,75k-100k,15.33
3339,94610,1,114257.53,1.0,100k-125k,7.38
3340,23455,1,72249.69,2.0,50k-75k,37.0
3341,17406,1,58321.17,2.0,50k-75k,37.0
3342,92646,1,88801.52,4.0,75k-100k,15.33
3343,33525,1,58123.82,8.0,50k-75k,37.0
3344,81236,1,66746.0,2.0,50k-75k,37.0
3345,84601,1,38829.64,1.0,<50k,28.25
3346,30110,1,52039.77,4.0,50k-75k,37.0
3347,46013,1,38439.87,2.0,<50k,28.25
3348,54456,1,49109.42,1.0,<50k,28.25
3349,77445,1,55850.18,2.0,50k-75k,37.0
3350,68138,1,58109.59,2.0,50k-75k,37.0
3351,06339,1,70177.94,2.0,50k-75k,37.0
3352,95461,1,52136.77,3.0,50k-75k,37.0
3353,52233,1,57408.82,1.0,50k-75k,37.0
3354,63144,1,84064.95,1.0,75k-100k,15.33
3355,91205,1,41486.7,2.0,<50k,28.25
3356,17545,1,68539.36,2.0,50k-75k,37.0
3357,06479,1,75425.4,1.0,75k-100k,15.33
3358,30439,1,39070.48,4.0,<50k,28.25
3359,86036,1,31066.67,2.0,<50k,28.25
3360,19904,1,51028.69,2.0,50k-75k,37.0
3361,11763,1,62924.97,3.0,50k-75k,37.0
3362,25601,1,47346.86,3.0,<50k,28.25
3363,30034,1,35718.61,1.0,<50k,28.25
3364,37601,1,45646.22,1.0,<50k,28.25
3365,72116,1,71115.42,3.0,50k-75k,37.0
3366,96097,1,44975.24,1.0,<50k,28.25
3367,37772,1,80939.54,2.0,75k-100k,15.33
3368,92320,1,55954.73,4.0,50k-75k,37.0
3369,90042,1,47904.47,1.0,<50k,28.25
3370,33025,1,43261.43,1.0,<50k,28.25
3371,91316,1,126388.06,4.0,125k-150k,3.78
3372,48444,1,46935.41,1.0,<50k,28.25
3373,05677,1,89710.48,2.0,75k-100k,15.33
3374,75402,1,65763.54,1.0,50k-75k,37.0
3375,16105,1,66405.47,1.0,50k-75k,37.0
3376,06451,1,49475.13,3.0,<50k,28.25
3377,54923,1,49228.5,1.0,<50k,28.25
3378,19044,1,71469.74,2.0,50k-75k,37.0
3379,33312,1,53485.35,2.0,50k-75k,37.0
3380,08530,1,113478.34,1.0,100k-125k,7.38
3381,28785,1,51500.32,1.0,50k-75k,37.0
3382,44122,1,127298.33,1.0,125k-150k,3.78
3383,32348,1,48906.14,1.0,<50k,28.25
3384,46403,1,42204.54,2.0,<50k,28.25
3385,17540,1,55863.43,2.0,50k-75k,37.0
3386,07860,1,77342.56,2.0,75k-100k,15.33
3387,13126,1,53996.95,6.0,50k-75k,37.0
3388,13495,1,43346.3,1.0,<50k,28.25
3389,55340,1,192723.84,4.0,175k+,5.88
3390,27030,1,44875.15,1.0,<50k,28.25
3391,07670,1,283111.49,2.0,175k+,5.88
3392,94024,1,413370.67,4.0,175k+,5.88
3393,33785,1,115858.59,2.0,100k-125k,7.38
3394,97215,1,78188.83,2.0,75k-100k,15.33
3395,15126,1,61527.57,3.0,50k-75k,37.0
3396,11771,1,283610.02,2.0,175k+,5.88
3397,27964,1,53928.57,1.0,50k-75k,37.0
3398,79935,1,42777.82,1.0,<50k,28.25
3399,54022,1,69271.78,1.0,50k-75k,37.0
3400,45005,1,48145.17,1.0,<50k,28.25
3401,39301,1,44456.68,8.0,<50k,28.25
3402,05655,1,53163.27,4.0,50k-75k,37.0
3403,43449,1,52385.34,2.0,50k-75k,37.0
3404,21122,1,75813.48,2.0,75k-100k,15.33
3405,25425,1,67191.05,2.0,50k-75k,37.0
3406,41301,1,34342.02,3.0,<50k,28.25
3407,50401,1,59291.41,1.0,50k-75k,37.0
3408,02025,1,245025.26,2.0,175k+,5.88
3409,66207,1,130546.46,4.0,125k-150k,3.78
3410,83843,1,53607.72,2.0,50k-75k,37.0
3411,98648,1,58638.81,4.0,50k-75k,37.0
3412,33711,1,46959.2,2.0,<50k,28.25
3413,02048,1,96263.0,1.0,75k-100k,15.33
3414,44883,1,46945.06,2.0,<50k,28.25
3415,99212,1,54537.05,3.0,50k-75k,37.0
3416,10918,1,82781.67,2.0,75k-100k,15.33
3417,02915,1,53683.47,2.0,50k-75k,37.0
3418,42337,1,36357.75,4.0,<50k,28.25
3419,64057,1,56659.89,6.0,50k-75k,37.0
3420,55454,1,25861.95,2.0,<50k,28.25
3421,53072,1,111113.83,1.0,100k-125k,7.38
3422,27959,1,66573.94,2.0,50k-75k,37.0
3423,77833,1,59125.13,2.0,50k-75k,37.0
3424,10606,1,83110.5,4.0,75k-100k,15.33
3425,02562,1,76812.64,8.0,75k-100k,15.33
3426,20784,1,39198.17,4.0,<50k,28.25
3427,54311,1,68198.24,3.0,50k-75k,37.0
3428,97014,1,48986.21,2.0,<50k,28.25
3429,92833,1,65783.91,1.0,50k-75k,37.0
3430,22719,1,68171.43,1.0,50k-75k,37.0
3431,13850,1,77891.92,1.0,75k-100k,15.33
3432,34448,1,42309.85,1.0,<50k,28.25
3433,02135,1,56591.86,2.0,50k-75k,37.0
3434,18848,1,51234.45,1.0,50k-75k,37.0
3435,62947,1,45970.0,1.0,<50k,28.25
3436,76227,1,70859.75,3.0,50k-75k,37.0
3437,07045,1,161404.58,1.0,150k-175k,1.78
3438,07044,1,122403.99,2.0,100k-125k,7.38
3439,95341,1,32587.32,1.0,<50k,28.25
3440,76248,1,125728.49,2.0,125k-150k,3.78
3441,46203,1,33914.09,2.0,<50k,28.25
3442,12583,1,58333.33,2.0,50k-75k,37.0
3443,60423,1,104120.98,1.0,100k-125k,7.38
3444,98390,1,63541.64,3.0,50k-75k,37.0
3445,62711,1,111883.73,1.0,100k-125k,7.38
3446,78228,1,32007.25,1.0,<50k,28.25
3447,01339,1,52077.78,2.0,50k-75k,37.0
3448,95116,1,42099.49,2.0,<50k,28.25
3449,79556,1,48244.92,8.0,<50k,28.25
3450,78229,1,41817.76,8.0,<50k,28.25
3451,37771,1,47101.25,2.0,<50k,28.25
3452,02021,1,118600.61,2.0,100k-125k,7.38
3453,97467,1,42198.52,2.0,<50k,28.25
3454,91941,1,80252.26,4.0,75k-100k,15.33
3455,20657,1,66920.8,1.0,50k-75k,37.0
3456,47802,1,53087.44,1.0,50k-75k,37.0
3457,60143,1,83537.96,1.0,75k-100k,15.33
3458,82414,1,72484.44,2.0,50k-75k,37.0
3459,12072,1,51762.6,2.0,50k-75k,37.0
3460,45315,1,66527.27,2.0,50k-75k,37.0
3461,81428,1,49694.9,3.0,<50k,28.25
3462,11229,1,59413.34,2.0,50k-75k,37.0
3463,68620,1,66830.88,2.0,50k-75k,37.0
3464,46385,1,81736.92,2.0,75k-100k,15.33
3465,37043,1,63913.0,2.0,50k-75k,37.0
3466,20198,1,150940.82,2.0,150k-175k,1.78
3467,46402,1,23670.92,2.0,<50k,28.25
3468,32792,1,51682.46,4.0,50k-75k,37.0
3469,60639,1,31212.3,2.0,<50k,28.25
3470,77016,1,28117.62,2.0,<50k,28.25
3471,53406,1,59244.01,2.0,50k-75k,37.0
3472,07039,1,210841.88,5.0,175k+,5.88
3473,03755,1,192342.9,4.0,175k+,5.88
3474,76502,1,66797.68,2.0,50k-75k,37.0
3475,40347,1,73402.16,2.0,50k-75k,37.0
3476,98030,1,51173.39,2.0,50k-75k,37.0
3477,11772,1,61277.99,2.0,50k-75k,37.0
3478,78737,1,135075.14,2.0,125k-150k,3.78
3479,18229,1,52952.75,1.0,50k-75k,37.0
3480,96101,1,45850.0,2.0,<50k,28.25
3481,27804,1,54781.96,8.0,50k-75k,37.0
3482,37886,1,55102.09,2.0,50k-75k,37.0
3483,07936,1,119697.66,1.0,100k-125k,7.38
3484,85603,1,42129.59,1.0,<50k,28.25
3485,48108,1,91415.66,4.0,75k-100k,15.33
3486,23503,1,42866.32,2.0,<50k,28.25
3487,19144,1,37990.08,2.0,<50k,28.25
3488,73036,1,51845.62,1.0,50k-75k,37.0
3489,94122,1,90308.16,3.0,75k-100k,15.33
3490,84032,1,65707.17,2.0,50k-75k,37.0
3491,46307,1,70870.74,2.0,50k-75k,37.0
3492,01013,1,40779.81,2.0,<50k,28.25
3493,48051,1,54722.11,2.0,50k-75k,37.0
3494,32569,1,51975.61,2.0,50k-75k,37.0
3495,37737,1,56863.6,3.0,50k-75k,37.0
3496,80104,1,85381.36,4.0,75k-100k,15.33
3497,12428,1,43636.12,2.0,<50k,28.25
3498,33070,1,82764.92,1.0,75k-100k,15.33
3499,05149,1,48705.56,8.0,<50k,28.25
3500,31558,1,52583.95,1.0,50k-75k,37.0
3501,80922,1,57928.38,2.0,50k-75k,37.0
3502,80235,1,68520.66,1.0,50k-75k,37.0
3503,21223,1,25984.38,3.0,<50k,28.25
3504,80620,1,42862.44,2.0,<50k,28.25
3505,06067,1,81165.53,2.0,75k-100k,15.33
3506,61603,1,30635.61,2.0,<50k,28.25
3507,30904,1,47061.39,3.0,<50k,28.25
3508,04107,1,124894.92,3.0,100k-125k,7.38
3509,55404,1,37415.35,1.0,<50k,28.25
3510,69138,1,54202.88,8.0,50k-75k,37.0
3511,36037,1,41418.38,6.0,<50k,28.25
3512,07078,1,578603.54,1.0,175k+,5.88
3513,13350,1,44058.78,2.0,<50k,28.25
3514,19342,1,117257.02,1.0,100k-125k,7.38
3515,19010,1,276680.2,2.0,175k+,5.88
3516,97347,1,39366.25,2.0,<50k,28.25
3517,80744,1,38085.71,1.0,<50k,28.25
3518,90022,1,31596.04,4.0,<50k,28.25
3519,85653,1,49802.74,1.0,<50k,28.25
3520,85344,1,39753.63,2.0,<50k,28.25
3521,11949,1,82132.64,2.0,75k-100k,15.33
3522,50616,1,52168.49,1.0,50k-75k,37.0
3523,21701,1,73793.34,2.0,50k-75k,37.0
3524,56043,1,50929.63,1.0,50k-75k,37.0
3525,25702,1,36980.82,5.0,<50k,28.25
3526,30238,1,31858.89,1.0,<50k,28.25
3527,27605,1,83256.27,2.0,75k-100k,15.33
3528,68064,1,82949.13,2.0,75k-100k,15.33
3529,13669,1,49755.02,2.0,<50k,28.25
3530,22842,1,46802.11,8.0,<50k,28.25
3531,08831,1,96689.54,1.0,75k-100k,15.33
3532,23417,1,55138.07,1.0,50k-75k,37.0
